REGN,C1_3,C2_3,C3_3
256,Í2,77.70,
256,Í3,123.02,
256,Í4,80.62,
256,Í7,360.42,
256,Í9.1,0.00,
256,Í10.1,0.50,
256,Í12,0.00,
272,Í1,36.61,
272,Í2,197.96,
272,Í3,151.56,
272,Í4,2.23,
272,Í7,127.57,
272,Í9.1,0.00,
272,Í10.1,1.04,
272,Í12,0.00,
286,Í1,29.36,
286,Í2,58.94,
286,Í3,57.65,
286,Í4,3.44,
286,Í7,282.29,
286,Í9.1,0.00,
286,Í10.1,0.00,
286,Í12,0.00,
312,Í1,13.19,
312,Í2,81.23,
312,Í3,112.06,
312,Í4,41.42,
312,Í7,336.76,
312,Í9.1,10.00,
312,Í10.1,0.70,
312,Í12,5.51,
316,Í1,15.81,
316,Í2,107.25,
316,Í3,207.04,
316,Í4,45.40,
316,Í7,42.79,
316,Í9.1,0.32,
316,Í10.1,0.48,
316,Í12,0.00,
323,Í1,13.05,
323,Í2,71.13,
323,Í3,96.46,
323,Í4,61.79,
323,Í7,190.06,
323,Í9.1,0.00,
323,Í10.1,1.15,
323,Í12,0.66,
324,Í1,69.70,
324,Í2,166.45,
324,Í3,339.52,
324,Í4,35.09,
324,Í7,35.91,
324,Í9.1,0.00,
324,Í10.1,0.18,
324,Í12,0.89,
328,Í1,12.68,
328,Í2,70.35,
328,Í3,75.03,
328,Í4,61.99,
328,Í7,520.34,
328,Í9.1,0.00,
328,Í10.1,0.28,
328,Í12,7.01,
330,Í1,42.89,
330,Í2,78.12,
330,Í3,238.29,
330,Í4,30.47,
330,Í7,136.64,
330,Í9.1,0.28,
330,Í10.1,0.43,
330,Í12,0.00,
347,Í1,75.56,
347,Í2,116.44,
347,Í3,117.82,
347,Í4,53.90,
347,Í7,39.13,
347,Í9.1,0.00,
347,Í10.1,0.29,
347,Í12,0.00,
356,Í1,15.95,
356,Í2,74.21,
356,Í3,116.94,
356,Í4,40.51,
356,Í7,314.63,
356,Í9.1,1.99,
356,Í10.1,2.17,
356,Í12,3.65,
370,Í1,25.91,
370,Í2,81.02,
370,Í3,91.52,
370,Í4,46.34,
370,Í7,131.40,
370,Í9.1,0.02,
370,Í10.1,2.21,
370,Í12,0.00,
384,Í1,31.50,
384,Í10.1,0.00,
384,Í12,0.00,
384,Í15,100.26,
384,Í16,0.00,
384,Í16.1,0.00,
384,Í16.2,0.00,
385,Í1,22.63,
385,Í2,39.70,
385,Í3,61.97,
385,Í4,49.82,
385,Í7,157.08,
385,Í9.1,0.00,
385,Í10.1,1.18,
385,Í12,0.05,
391,Í1,10.61,
391,Í2,54.20,
391,Í3,75.23,
391,Í4,69.92,
391,Í7,406.32,
391,Í9.1,0.04,
391,Í10.1,0.68,
391,Í12,0.00,
404,Í1,14.59,
404,Í2,149.33,
404,Í3,151.80,
404,Í4,28.51,
404,Í7,388.06,
404,Í9.1,0.00,
404,Í10.1,0.26,
410,Í1,21.66,
410,Í2,32.44,
410,Í3,63.98,
410,Í4,30.93,
410,Í7,128.96,
410,Í10.1,0.39,
429,Í1,11.10,
429,Í2,46.62,
429,Í3,79.40,
429,Í4,52.23,
429,Í7,403.64,
429,Í9.1,0.42,
429,Í10.1,0.39,
429,Í12,0.00,
430,Í1,52.35,
430,Í2,78.85,
430,Í3,156.05,
430,Í4,70.07,
430,Í7,30.11,
430,Í9.1,24.42,
430,Í10.1,0.38,
430,Í12,0.00,
435,Í1,122.73,
435,Í2,234.42,
435,Í3,1885.70,
435,Í4,0.05,
435,Í7,0.00,
435,Í9.1,0.00,
435,Í10.1,0.05,
435,Í12,0.00,
436,Í1,11.80,
436,Í2,39.38,
436,Í3,82.80,
436,Í4,81.84,
436,Í7,388.18,
436,Í9.1,0.02,
436,Í10.1,0.92,
436,Í12,11.78,
438,Í1,15.06,
438,Í2,34.87,
438,Í3,57.35,
438,Í4,109.45,
438,Í7,93.53,
438,Í9.1,0.66,
438,Í10.1,1.01,
438,Í12,0.00,
444,Í1,49.62,
444,Í2,70.54,
444,Í3,133.37,
444,Í4,24.43,
444,Í7,67.50,
444,Í9.1,15.94,
444,Í10.1,1.67,
444,Í12,0.00,
456,Í1,12.99,
456,Í2,111.82,
456,Í3,112.27,
456,Í4,60.71,
456,Í7,492.61,
456,Í9.1,30.61,
456,Í10.1,1.45,
466,Í1,93.19,
466,Í2,184.53,
466,Í3,190.10,
466,Í4,9.90,
466,Í7,9.63,
466,Í9.1,0.00,
466,Í10.1,0.00,
466,Í12,0.00,
467,Í1,11.74,
467,Í2,27.69,
467,Í3,58.24,
467,Í4,56.03,
467,Í7,679.69,
467,Í9.1,0.01,
467,Í10.1,0.49,
467,Í12,0.00,
469,Í1,26.87,
469,Í2,93.93,
469,Í3,189.05,
469,Í4,0.00,
469,Í7,296.54,
469,Í9.1,0.00,
469,Í10.1,0.10,
469,Í12,0.00,
474,Í1,15.72,
474,Í2,55.95,
474,Í3,81.75,
474,Í4,93.94,
474,Í7,229.75,
474,Í9.1,0.00,
474,Í10.1,1.41,
474,Í12,0.00,
478,Í1,27.16,
478,Í2,97.23,
478,Í3,105.94,
478,Í4,27.88,
478,Í7,140.13,
478,Í9.1,1.58,
478,Í10.1,0.42,
480,Í1,33.92,
480,Í2,48.55,
480,Í3,59.25,
480,Í4,96.29,
480,Í7,155.76,
480,Í9.1,2.10,
480,Í10.1,1.00,
480,Í12,0.00,
481,Í1,38.40,
481,Í2,134.28,
481,Í3,151.29,
481,Í4,12.80,
481,Í7,135.15,
481,Í9.1,0.00,
481,Í10.1,0.40,
481,Í12,0.00,
485,Í1,20.15,
485,Í2,46.84,
485,Í3,84.60,
485,Í4,74.81,
485,Í7,96.42,
485,Í9.1,0.00,
485,Í10.1,1.11,
485,Í12,0.00,
492,Í1,17.96,
492,Í2,29.92,
492,Í3,74.58,
492,Í4,29.73,
492,Í7,294.72,
492,Í9.1,0.00,
492,Í10.1,0.20,
492,Í12,0.00,
493,Í1,21.94,
493,Í2,101.76,
493,Í3,110.38,
493,Í4,40.82,
493,Í7,69.95,
493,Í9.1,0.09,
493,Í10.1,1.25,
493,Í12,0.00,
503,Í1,19.07,
503,Í2,54.68,
503,Í3,59.19,
503,Í4,97.23,
503,Í7,197.43,
503,Í9.1,0.00,
503,Í10.1,0.33,
503,Í12,5.75,
507,Í1,30.46,
507,Í2,74.29,
507,Í3,80.04,
507,Í4,72.73,
507,Í7,193.40,
507,Í9.1,1.58,
507,Í10.1,2.31,
507,Í12,0.00,
518,Í1,11.47,
518,Í2,82.29,
518,Í3,101.04,
518,Í4,92.10,
518,Í7,87.38,
518,Í9.1,0.00,
518,Í10.1,1.84,
518,Í12,3.00,
520,Í1,18.04,
520,Í2,93.59,
520,Í3,87.24,
520,Í4,70.36,
520,Í7,189.47,
520,Í9.1,0.91,
520,Í10.1,1.51,
520,Í12,0.00,
524,Í1,17.60,
524,Í2,55.53,
524,Í3,79.43,
524,Í4,57.11,
524,Í7,336.58,
524,Í9.1,0.03,
524,Í10.1,1.32,
524,Í12,0.00,
532,Í1,28.74,
532,Í2,134.06,
532,Í3,175.84,
532,Í4,69.15,
532,Í7,161.17,
532,Í9.1,0.00,
532,Í10.1,1.31,
532,Í12,0.00,
533,Í1,38.95,
533,Í2,87.12,
533,Í3,110.47,
533,Í4,41.23,
533,Í7,91.07,
533,Í9.1,0.00,
533,Í10.1,0.55,
533,Í12,0.00,
537,Í1,16.56,
537,Í2,87.90,
537,Í3,99.19,
537,Í4,78.15,
537,Í7,311.42,
537,Í9.1,0.00,
537,Í10.1,2.14,
537,Í12,0.00,
538,Í1,51.77,
538,Í2,42.64,
538,Í3,224.26,
538,Í4,20.18,
538,Í7,121.74,
538,Í9.1,0.00,
538,Í10.1,0.17,
538,Í12,0.00,
539,Í1,17.78,
539,Í2,33.17,
539,Í3,74.51,
539,Í4,49.63,
539,Í7,135.47,
539,Í9.1,0.00,
539,Í10.1,1.27,
539,Í12,0.00,
543,Í1,43.92,
543,Í2,67.89,
543,Í3,90.86,
543,Í4,0.00,
543,Í7,0.00,
543,Í9.1,0.00,
543,Í10.1,0.00,
543,Í12,0.00,
545,Í1,22.91,
545,Í2,47.47,
545,Í3,75.48,
545,Í4,90.99,
545,Í7,341.78,
545,Í9.1,0.17,
545,Í10.1,1.49,
545,Í12,0.00,
546,Í1,43.53,
546,Í2,58.46,
546,Í3,60.88,
546,Í4,22.84,
546,Í7,24.04,
546,Í9.1,20.30,
546,Í10.1,0.00,
546,Í12,0.00,
548,Í1,11.25,
548,Í2,25.39,
548,Í3,151.59,
548,Í4,20.05,
548,Í7,589.89,
548,Í9.1,12.96,
548,Í10.1,0.97,
548,Í12,1.56,
554,Í1,15.12,
554,Í2,48.67,
554,Í3,103.61,
554,Í4,92.91,
554,Í7,369.89,
554,Í9.1,1.72,
554,Í10.1,1.95,
554,Í12,0.00,
558,Í1,10.85,
558,Í2,76.62,
558,Í3,84.15,
558,Í4,77.54,
558,Í7,184.72,
558,Í9.1,0.99,
558,Í10.1,2.84,
558,Í12,0.00,
567,Í1,14.79,
567,Í2,65.37,
567,Í3,88.25,
567,Í4,63.98,
567,Í7,277.01,
567,Í9.1,0.00,
567,Í10.1,1.75,
567,Í12,0.00,
568,Í1,22.71,
568,Í2,46.66,
568,Í3,65.63,
568,Í4,82.50,
568,Í7,237.84,
568,Í9.1,0.90,
568,Í10.1,1.93,
568,Í12,0.00,
570,Í1,72.28,
570,Í2,116.67,
570,Í3,142.61,
570,Í4,4.48,
570,Í7,7.36,
570,Í9.1,0.00,
570,Í10.1,0.00,
570,Í12,0.00,
574,Í1,48.27,
574,Í2,104.78,
574,Í3,135.96,
574,Í4,25.67,
574,Í7,97.59,
574,Í9.1,0.00,
574,Í10.1,0.03,
574,Í12,0.00,
575,Í1,54.43,
575,Í2,25.21,
575,Í3,143.34,
575,Í4,2.87,
575,Í7,74.97,
575,Í9.1,0.00,
575,Í10.1,0.05,
575,Í12,0.00,
588,Í1,20.47,
588,Í2,98.99,
588,Í3,123.38,
588,Í4,102.59,
588,Í7,133.88,
588,Í9.1,3.81,
588,Í10.1,0.84,
588,Í12,0.01,
589,Í1,17.38,
589,Í2,37.35,
589,Í3,201.10,
589,Í4,47.95,
589,Í7,413.68,
589,Í9.1,0.00,
589,Í10.1,0.43,
589,Í12,0.00,
594,Í1,51.89,
594,Í2,55.74,
594,Í3,112.96,
594,Í4,25.04,
594,Í7,67.15,
594,Í9.1,0.00,
594,Í10.1,1.26,
594,Í12,0.00,
596,Í1,13.98,
596,Í2,113.37,
596,Í3,105.55,
596,Í4,90.75,
596,Í7,158.78,
596,Í9.1,0.00,
596,Í10.1,0.81,
596,Í12,0.00,
598,Í1,31.04,
598,Í2,66.98,
598,Í3,93.08,
598,Í4,91.09,
598,Í7,153.39,
598,Í9.1,0.00,
598,Í10.1,1.21,
598,Í12,0.00,
600,Í1,14.84,
600,Í2,83.30,
600,Í3,95.51,
600,Í4,40.51,
600,Í7,455.70,
600,Í9.1,0.02,
600,Í10.1,0.57,
600,Í12,0.00,
604,Í1,18.19,
604,Í2,63.43,
604,Í3,93.01,
604,Í4,2.38,
604,Í7,219.11,
604,Í9.1,0.00,
604,Í10.1,0.06,
604,Í12,0.00,
606,Í1,16.30,
606,Í2,45.24,
606,Í3,77.17,
606,Í4,49.27,
606,Í7,400.64,
606,Í9.1,10.95,
606,Í10.1,0.54,
606,Í12,0.00,
608,Í1,213.84,
608,Í2,109.06,
608,Í3,135.94,
608,Í4,0.44,
608,Í7,18.13,
608,Í9.1,0.00,
608,Í10.1,0.00,
608,Í12,0.00,
609,Í1,11.58,
609,Í2,41.10,
609,Í3,78.09,
609,Í4,71.36,
609,Í7,459.57,
609,Í9.1,5.27,
609,Í10.1,1.65,
609,Í12,0.00,
622,Í1,38.36,
622,Í2,51.82,
622,Í3,59.60,
622,Í4,1.68,
622,Í7,210.92,
622,Í9.1,0.00,
622,Í10.1,0.36,
622,Í12,0.00,
625,Í1,11.92,
625,Í2,62.84,
625,Í3,153.79,
625,Í4,27.08,
625,Í7,556.78,
625,Í9.1,12.27,
625,Í10.1,2.12,
625,Í12,7.12,
634,Í1,11.37,
634,Í2,33.12,
634,Í3,50.10,
634,Í4,95.22,
634,Í7,538.11,
634,Í9.1,5.65,
634,Í10.1,1.00,
634,Í12,0.00,
635,Í1,71.03,
635,Í2,172.43,
635,Í3,167.61,
635,Í4,51.64,
635,Í7,61.76,
635,Í9.1,0.00,
635,Í10.1,2.74,
635,Í12,0.00,
637,Í1,12.57,
637,Í2,76.95,
637,Í3,69.15,
637,Í4,107.26,
637,Í7,351.65,
637,Í9.1,0.00,
637,Í10.1,0.03,
637,Í12,0.00,
639,Í1,99.64,
639,Í2,107.49,
639,Í3,115.50,
639,Í4,19.01,
639,Í7,12.05,
639,Í9.1,0.00,
639,Í10.1,0.00,
639,Í12,0.00,
646,Í1,12.78,
646,Í2,39.15,
646,Í3,101.97,
646,Í4,41.66,
646,Í7,272.19,
646,Í9.1,0.60,
646,Í10.1,1.17,
646,Í12,0.00,
650,Í1,84.20,
650,Í2,449.54,
650,Í3,450.21,
650,Í4,0.08,
650,Í7,0.00,
650,Í9.1,0.00,
650,Í10.1,0.00,
650,Í12,0.00,
653,Í1,27.41,
653,Í2,50.85,
653,Í3,67.41,
653,Í4,67.52,
653,Í7,205.06,
653,Í9.1,0.00,
653,Í10.1,0.45,
653,Í12,0.00,
654,Í1,73.82,
654,Í2,29.15,
654,Í3,77.14,
654,Í4,0.00,
654,Í7,79.24,
654,Í9.1,0.00,
654,Í10.1,0.00,
654,Í12,0.00,
655,Í1,25.97,
655,Í2,290.03,
655,Í3,354.60,
655,Í4,12.97,
655,Í7,264.69,
655,Í9.1,8.14,
655,Í10.1,0.00,
655,Í12,0.00,
665,Í1,39.13,
665,Í2,136.77,
665,Í3,162.94,
665,Í4,71.76,
665,Í7,176.58,
665,Í9.1,0.33,
665,Í10.1,2.08,
671,Í1,12.13,
671,Í2,107.27,
671,Í3,110.67,
671,Í4,95.67,
671,Í7,483.94,
671,Í9.1,0.00,
671,Í10.1,1.10,
671,Í12,0.00,
680,Í1,13.54,
680,Í2,124.84,
680,Í3,121.23,
680,Í4,75.39,
680,Í7,256.02,
680,Í9.1,0.24,
680,Í10.1,2.20,
680,Í12,0.00,
684,Í1,28.43,
684,Í2,62.35,
684,Í3,63.34,
684,Í4,7.93,
684,Í7,242.01,
684,Í9.1,0.00,
684,Í10.1,0.18,
684,Í12,0.00,
685,Í1,71.78,
685,Í2,115.92,
685,Í3,116.85,
685,Í4,19.43,
685,Í7,73.22,
685,Í9.1,0.00,
685,Í10.1,0.79,
685,Í12,0.00,
695,Í1,30.17,
695,Í2,101.55,
695,Í3,108.01,
695,Í4,53.88,
695,Í7,168.36,
695,Í9.1,0.00,
695,Í10.1,0.70,
695,Í12,0.00,
696,Í1,32.97,
696,Í2,80.82,
696,Í3,139.23,
696,Í4,12.09,
696,Í7,104.33,
696,Í9.1,0.00,
696,Í10.1,0.44,
696,Í12,0.00,
702,Í1,15.79,
702,Í2,75.10,
702,Í3,141.01,
702,Í4,51.32,
702,Í7,241.99,
702,Í9.1,0.99,
702,Í10.1,2.14,
702,Í12,0.00,
704,Í1,14.93,
704,Í2,43.73,
704,Í3,68.26,
704,Í4,92.51,
704,Í7,287.26,
704,Í9.1,15.85,
704,Í10.1,1.37,
704,Í12,0.00,
705,Í1,12.91,
705,Í2,39.18,
705,Í3,86.93,
705,Í4,57.40,
705,Í7,105.25,
705,Í9.1,3.99,
705,Í10.1,1.51,
705,Í12,0.00,
708,Í1,11.76,
708,Í2,50.33,
708,Í3,83.60,
708,Í4,75.84,
708,Í7,404.88,
708,Í9.1,20.70,
708,Í10.1,2.83,
708,Í12,0.00,
709,Í1,23.43,
709,Í2,54.25,
709,Í3,67.38,
709,Í4,24.85,
709,Í7,201.50,
709,Í9.1,0.08,
709,Í10.1,2.29,
709,Í12,0.00,
715,Í1,51.85,
715,Í2,75.94,
715,Í3,87.07,
715,Í4,0.00,
715,Í7,23.49,
715,Í9.1,0.00,
715,Í10.1,0.21,
715,Í12,0.04,
720,Í1,18.47,
720,Í2,54.09,
720,Í3,118.34,
720,Í4,102.72,
720,Í7,197.31,
720,Í9.1,0.00,
720,Í10.1,1.48,
720,Í12,0.00,
728,Í1,17.74,
728,Í2,63.36,
728,Í3,78.80,
728,Í4,66.85,
728,Í7,327.87,
728,Í9.1,18.35,
728,Í10.1,1.62,
728,Í12,5.82,
732,Í1,12.65,
732,Í2,40.76,
732,Í3,63.39,
732,Í4,96.40,
732,Í7,518.83,
732,Í9.1,6.97,
732,Í10.1,2.73,
732,Í12,0.00,
735,Í1,15.05,
735,Í2,63.28,
735,Í3,131.85,
735,Í4,51.39,
735,Í7,335.54,
735,Í9.1,0.00,
735,Í10.1,1.55,
735,Í12,0.00,
749,Í1,60.92,
749,Í15,185.71,
752,Í1,13.11,
752,Í2,49.86,
752,Í3,55.32,
752,Í4,46.68,
752,Í7,506.81,
752,Í9.1,13.37,
752,Í10.1,1.86,
752,Í12,0.00,
766,Í1,27.39,
766,Í2,109.42,
766,Í3,201.49,
766,Í4,46.08,
766,Í7,194.99,
766,Í9.1,9.72,
766,Í10.1,1.94,
766,Í12,0.00,
777,Í1,18.12,
777,Í2,84.30,
777,Í3,108.14,
777,Í4,68.27,
777,Í7,176.37,
777,Í9.1,0.09,
777,Í10.1,2.56,
777,Í12,0.00,
779,Í1,46.98,
779,Í2,168.25,
779,Í3,150.83,
779,Í4,0.74,
779,Í7,163.75,
779,Í10.1,0.20,
783,Í1,19.33,
783,Í2,77.73,
783,Í3,139.39,
783,Í4,86.45,
783,Í7,134.75,
783,Í9.1,0.00,
783,Í10.1,0.70,
783,Í12,0.00,
784,Í1,19.96,
784,Í2,59.71,
784,Í3,83.59,
784,Í4,72.53,
784,Í7,181.63,
784,Í9.1,0.11,
784,Í10.1,2.05,
784,Í12,0.00,
790,Í1,17.25,
790,Í2,81.27,
790,Í3,105.91,
790,Í4,42.76,
790,Í7,287.78,
790,Í9.1,0.00,
790,Í10.1,0.93,
790,Í12,0.00,
793,Í1,81.29,
793,Í2,185.02,
793,Í3,166.19,
793,Í4,1.78,
793,Í7,35.48,
793,Í9.1,15.65,
793,Í10.1,0.15,
793,Í12,0.00,
804,Í1,45.65,
804,Í2,93.54,
804,Í3,96.88,
804,Í4,70.33,
804,Í7,70.39,
812,Í1,16.01,
812,Í2,114.10,
812,Í3,129.30,
812,Í4,58.42,
812,Í7,119.56,
812,Í9.1,0.17,
812,Í10.1,0.91,
812,Í12,0.00,
817,Í1,30.31,
817,Í2,82.61,
817,Í3,84.28,
817,Í4,56.28,
817,Í7,192.24,
817,Í9.1,41.23,
817,Í10.1,1.21,
817,Í12,5.87,
825,Í1,19.64,
825,Í2,22.97,
825,Í3,79.15,
825,Í4,45.83,
825,Í7,192.92,
825,Í9.1,0.00,
825,Í10.1,2.07,
825,Í12,0.00,
826,Í1,52.04,
826,Í2,66.99,
826,Í3,92.84,
826,Í4,5.78,
826,Í7,149.42,
826,Í9.1,20.22,
826,Í10.1,0.37,
826,Í12,0.00,
836,Í1,41.44,
836,Í2,134.68,
836,Í3,105.54,
836,Í4,3.30,
836,Í7,177.20,
836,Í9.1,0.00,
836,Í10.1,1.94,
836,Í12,0.00,
840,Í1,15.09,
840,Í2,48.16,
840,Í3,88.86,
840,Í4,116.07,
840,Í7,164.06,
840,Í9.1,0.76,
840,Í10.1,1.45,
840,Í12,0.31,
841,Í1,56.16,
841,Í2,60.92,
841,Í3,68.23,
841,Í4,46.41,
841,Í7,122.08,
841,Í9.1,2.61,
841,Í10.1,1.23,
841,Í12,0.00,
842,Í1,22.26,
842,Í2,78.73,
842,Í3,80.71,
842,Í4,20.32,
842,Í7,221.56,
842,Í9.1,0.00,
842,Í10.1,0.11,
842,Í12,0.00,
843,Í1,11.86,
843,Í2,33.06,
843,Í3,60.90,
843,Í4,46.93,
843,Í7,297.59,
843,Í9.1,0.00,
843,Í10.1,2.39,
843,Í12,0.00,
854,Í1,56.69,
854,Í2,104.53,
854,Í3,109.83,
854,Í4,60.25,
854,Í7,57.42,
854,Í9.1,6.08,
854,Í10.1,0.86,
854,Í12,0.00,
857,Í1,17.84,
857,Í2,42.30,
857,Í3,76.57,
857,Í4,20.59,
857,Í7,210.20,
857,Í9.1,0.00,
857,Í10.1,0.03,
857,Í12,7.75,
860,Í1,34.30,
860,Í2,98.10,
860,Í3,143.45,
860,Í4,67.31,
860,Í7,77.40,
860,Í9.1,0.00,
860,Í10.1,1.35,
860,Í12,0.00,
865,Í1,127.50,
865,Í10.1,0.00,
865,Í12,0.00,
865,Í15,178.75,
865,Í16.1,0.00,
865,Í16.2,0.00,
870,Í1,21.38,
870,Í2,118.24,
870,Í3,108.27,
870,Í4,59.79,
870,Í7,244.04,
870,Í9.1,12.80,
870,Í10.1,0.04,
870,Í12,10.94,
874,Í1,32.16,
874,Í2,71.89,
874,Í3,63.64,
874,Í4,43.29,
874,Í7,185.76,
