REGN,OKATO,OKPO,OGRN,REGN_S,BIC,DT,NAME_B,ADR,IM,IM_FIO,AG,AG_FIO,IC,IC_FIO,COM,C2_5
2519,80,31233726,1020200000402,2519,048073809,2/1/2011,"ООО ""УралКапиталБанк""","450071, город Уфа, улица Рязанская, дом № 10",Зам. Председателя Правления,Шакирова Р.Г.,Главный бухгалтер,Беленкова А.В.,Ст. экономист сектора оценки рисков,Шакурьянов М.М.,292-64-61,19
2523,94,24466795,1021800001190,2523,049401869,2/1/2011,"ОАО ""УРАЛЬСКИЙ ТРАСТОВЫЙ БАНК""","426008, Удмуртская Республика, г. Ижевск, ул. Пушкинская, 268",И.О. Председателя Правления,Булах Р.А.,Главный бухгалтер,Селезнева Н.В.,Начальник отдела,Голубева О.В.,421530,31
2524,45,21887160,1027700053776,2524,044552742,2/1/2011,"КБ ""МКБ"" (ОАО)","115280, г. Москва, Пересветов переулок, д. 2/3, подъезды №1,2",Заместитель Председателя Правления,Е.П.Трушкина,Заместитель главного бухгалтера,Е.М. Потапова,Начальник отдела учета активно-пассивных операций,Е.В. Морозова,748-53-53,15
2529,89,27800243,1021300001029,2529,048952752,2/1/2011,"ОАО АКБ ""АКТИВ БАНК""","430005, г.Саранск, ул.Коммунистическая, 52",Президент,Н.Н.Николаев,Главный бухгалтер,И.В.Савельева,Исполнитель,Г.С.Буданова,23-05-51,21
2530,40,31044988,1027800000942,2530,044030889,2/1/2011,"ЗАО ""ЭКСИ-Банк""","197376, Санкт-Петербург, ул. Профессора Попова, д. 23",Генеральный Директор,Копанева П.С.,Главный Бухгалтер,Амосенко И.В.,Начальник экономического отдела,Пятников А.В.,(812)234-12-85,15
2534,45,23618116,1025480001073,2534,044525732,2/1/2011,"ОАО КБ ""Пойд?м!""","121170, г. Москва, Кутузовский просп., 36, стр. 3",Зам. генерального директора,Рябова И.Б.,Главный бухгалтер,Сулимов А.В.,Главный бухгалтер,Сулимов А.В.,"8 (495) 983-31-31 вн.923-003, 923-132",31
2537,45,17543756,1027739700548,2537,044585551,2/1/2011,"КБ ""ПРИСКО КАПИТАЛ БАНК"", ЗАО","123022,  г. Москва, Б. Предтеченский переулок, д.22",Председатель Правления,Сычева Е.А.,Заместитель главного бухгалтера,Алексеева Ю.Б.,Заместитель главного бухгалтера,Алексеева Ю.Б.,775-65-28,15
2539,71,23741354,1038605506906,2539,047144966,2/1/2011,"ОАО ""СИББИЗНЕСБАНК""","628426, Тюменская обл., Ханты-Мансийский автономный округ, г. Сургут, ул. Маяковского, 16/1",Председатель Правления,Бобков И.А.,Главный бухгалтер,Лебедева И.А.,Экономист,Рассадкина А.В.,(3462)520-819,15
2543,45,17543992,1027739076144,2543,044579228,2/1/2011,КБ МКБ (ООО),"109004, г. Москва, ул. Таганская, дом 15, строение 1",Председатель Правления,Добрина О.А.,Зам. главного бухгалтера,Ушакова Т.С.,Начальник отдела бухгалтерского учета и отчетности,Огнев А.М.,258 89 53,27
2546,45,17541272,1027739075891,2546,044583162,2/1/2011,"ЗАО АКБ ""НОВИКОМБАНК""","119180,  г. Москва, Якиманская наб., д. 4/4 стр. 2",Заместитель Президента,Докучаев М.В.,Главный бухгалтер,Радченко Т.В.,Зам.нач.отдела сводного баланса и отчетности,Глазунова Е.А.,8-499-230-10-09,15
2547,60,31651866,1026103270214,2547,046015728,2/1/2011,"ОАО АКБ ""Капиталбанк""","344082, г. Ростов-на-Дону, ул. Большая Садовая, 14",Председатель Правления,Рыжкина И.Н.,Главный бухгалтер,Игнатенко Н.Н.,и.о. Начальника кредитного отдела,Вифлянцева И.И.,2679883,14
2548,45,17541958,1027739033453,2548,044579471,2/1/2011,"ЗАО ""МЕТРОБАНК""","121151, г. Москва, ул. Можайский вал, д. 8Б",Зам. Председателя Правления,Кузмичев А.Г.,Главный бухгалтер,Коротченко И.А.,Зам. директора Департамента ГБ,Попова Н.В.,739-37-02  доб. 1292,16
2551,40,31029552,1027800000227,2551,044030852,2/1/2011,"ОАО ""ПСКБ""","191123, Санкт-Петербург, ул. Шпалерная, 42",Председатель Правления,Тур Наталья Ивановна,Главный бухгалтер,Изюмникова Людмила Борисовна,Начальник отдела финансовой отчетности и анализа,Гришина Светлана Леонидовна,332-34-50,31
2554,92,13001900,1021600000047,2554,049240801,2/1/2011,"ООО КБ ""Камский горизонт""","423834, Республика Татарстан, г.Набережные Челны, Московский проспект, д.54/24",Директор,Рахимова З.Х.,Главный бухгалтер,Мавлеева А.М.,Исполнитель,Алимова Л.М.,59-83-19,15
2555,45,29294732,1027739068609,2555,044525448,2/1/2011,"АКБ ""ЯПЫ КРЕДИ БАНК МОСКВА"" (ЗАО)","115172,  г. Москва, Гончарная наб., д.1, стр.2",Зам. Генерального директора,Варан Эмине Эсра,Главный бухгалтер,Исмагилова Л.Р.,Зам. Главного бухгалтера- начальник Отдела банковской отчетности бухгалтерии,Туфар С.Г.,234-98-89,25
2557,45,29034830,1027700431296,2557,044525202,2/1/2011,"ЗАО КБ ""Ситибанк""","125047,  г. Москва, ул. Гашека, д. 8-10, стр. 1",Вице-президент,Николаева Н.Ю.,Главный бухгалтер,Берингова В.Я.,Специалист,Королева Е.А.,225-84-66,15
2559,45,29287815,1037739412700,2559,044525116,2/1/2011,"""ЗЕРБАНК (Москва)"" (ЗАО)","109147,  г. Москва, ул.Марксистская, д.16",Вице-президент,Башлы Д.,Главный бухгалтер,Ульянова Т. Л.,Зам. гл. бухгалтера,Сем?нова Т.В.,"232-67-37,  доб.125",15
2562,45,17543549,1027700159442,2562,044525205,2/1/2011,"ОАО ""БИНБАНК""","121471,  г. Москва, ул.Гродненская, д.5а",Старший Вице Президент,Любенцов К.В.,Главный  бухгалтер - директор Департамента бух.учета и отчетности,Журавлева Н.А.,Начальник Управления сводной отчетности,Тимченко О.Ю.,755 50 60 доб. 2106,31
2564,78,21666973,1027600000075,2564,047888728,2/1/2011,"ИКБР ""ЯРИНТЕРБАНК"" (ООО)","150000, г.Ярославль, ул.Собинова, д.30",Председатель правления,Булыгина Л.С.,Главный бухгалтер,Нуртынова Р.Р.,экономист,Янчук А.А.,30-21-93,19
2568,37,28968878,1024500000029,2568,043735830,2/1/2011,"ОАО АКИБ ""КУРГАН""","640000, г.Курган, ул.Гоголя, дом № 78",Председатель Правления,Захарова Э.В.,Главный бухгалтер,Шумкова И.Л.,Начальник отдела финансового планирования и контроля,Жакина Г.К.,46-60-76,19
2571,45,17543398,1027739320003,2571,044552647,2/1/2011,"ООО ""КБК-Банк""","125212,  г. Москва, Кронштадтский бульвар  д.5а",Зам.Председателя Правления банка,Савельева Е.Е.,Главный бухгалтер,Лунева Л.Г.,Главный бухгалтер,Лунева Л.Г.,708-03-56,15
2574,45,17546424,1027739153573,2574,044552554,2/1/2011,"АКБ ""ФЬЮЧЕР"" (ОАО)","107023,  г. Москва, ул. Электрозаводская, д. 20, стр. 11",Председатель Правления,Зимина Н.О.,Главный бухгалтер,Коковина Е.А.,Зам.главного бухгалтера,Зотова В.Ю.,(495) 737-86-44,28
2576,45,17544201,1037739429320,2576,044585109,2/1/2011,"КБ ""Гарант-Инвест"" (ЗАО)","127051, г. Москва, 1-ый Колобовский переулок, дом 19, строение 1",Заместитель Председателя Правления,Галичев Эдуард Борисович,Главный бухгалтер,Полетаева Надежда Михайловна,Начальник управления бухгалтерской отчетности,Каплина Ирина Александровна,650-9003,15
2581,45,29284662,1037739299685,2581,044585106,2/1/2011,ЗАО Сберкред Банк,"123182,  г. Москва, ул. Живописная,  д. 46, стр. 8",Председатель Правления,Чагаев Игорь Аркадьевич,Главный бухгалтер,Денисенко Лариса Сергеевна,Начальник отдела отчетности,Берелова Татьяна Владимировна,(499) 193-01-76 (доб.3329),19
2584,75,21553996,1027400000638,2584,047516949,2/1/2011,"""КУБ"" ОАО","455044, Челябинская область, г.Магнитогорск, ул.Гагарина, 17","Председатель Правления ""КУБ"" ОАО",Бердников Вячеслав Викторович,"Главный бухгалтер ""КУБ"" ОАО",Калугина Елена Николаевна,Начальник АО,Жиниленко Андрей Александрович,(3519)248928,31
2586,45,17544193,1027700035835,2586,044583762,2/1/2011,"ОАО ""ЮНИКОРБАНК""","107031, г. Москва, Звонарский пер., д.7,стр.1,2,3",Председатель Правления,Переходкин В.Б.,Зам. главного бухгалтера,Черный В.В.,Зам. Главного бухгалтера,Черный В.В.,981-25-29,31
2589,45,17546631,1027739178972,2589,044552940,2/1/2011,"ОАО БАНК ""РОСТ""","109004, г. Москва, ул. Станиславского, д. 4, стр. 1",Председатель Правления,Жуков Б.Б.,Главный бухгалтер,Дунаева Н.Ю.,Начальник отдела сводной отчетности,Пискунова О.В.,988-33-33 (доб.151),29
2593,45,17226837,1025000004787,2593,044552288,2/1/2011,"ООО КБ ""Альба Альянс""","119019, г. Москва, Кремлевская набережная, д. 1, стр. 2",Президент,Якимов А.Н.,Главный бухгалтер,Анохина О.И.,Начальник отдела отчетности Департамента учета,Мухин А.В.,(499)252-0000,15
2594,45,29284722,1027739446349,2594,044525217,2/1/2011,"""Королевский Банк Шотландии"" ЗАО","125009,  г. Москва, ул. Большая Никитская, д. 17, стр. 1",Заместитель Председателя Правления,Олейник Юлия Владимировна,Главный бухгалтер,Веселова Елена Вячеславовна,Главный бухгалтер,Веселова Елена Вячеславовна,933-57-83,15
2598,45,17546460,1027739585422,2598,044552518,2/1/2011,"ООО КБ ""Западный""","105064,  г. Москва, Малый Казенный пер., д.5, стр.4",Заместитель председателя Правления,Горелова Алена Антоновна,Главный бухгалтер,Асташкина Марина Борисовна,Начальник Отдела и отчетности,Калинина Жанна Викторовна,620 94 40,28
2602,98,31452865,1031403918138,2602,049805770,2/1/2011,"АКБ ""Алмазэргиэнбанк"" ОАО","677000, Республика Саха (Якутия), город. Якутск, проспект Ленина, 1",Председатель правления,Миронов А.С.,Главный бухгалтер,Басова И.Н.,исполнитель,Еттянов Дь.Н.,42-98-47,18
2604,45,16251000,1020400000037,2604,044599504,2/1/2011,"АКБ ""Сибирский Энергетический Банк"" (ЗАО)","125319, г. Москва, ул. Часовая, 4, корп. 2",Председатель Правления Банка,Симонов В.В.,Главный бухгалтер,Логвиненко Л.И.,Начальник ОЭАиО,Шатц Н.В.,(495) 620-48-25,15
2606,45,17546163,1027739475378,2606,044579149,2/1/2011,"ООО КБ ""Сембанк""","127473,  г. Москва, ул. Селезневская, д. 11-а, стр. 2",Председатель Правления,Семин Александр Альбертович,Главный бухгалтер,Климова Елена Михайловна,Зам.главного бухгалтера,Трещева Татьяна Владимировна,(495)9959510,15
2607,45,29294382,1027739175859,2607,044579773,2/1/2011,"АКБ ""Кросна-банк"" (ОАО)","123557,  г. Москва, Пресненский Вал, д. 27",И. о. Председателя  Правления,П.И. Ярмолинская,Главный бухгалтер,Е.А. Дмитриева,Зам. начальника отдела  отчетности и экономического анализа,Е.А. Бондарева,(499) 253-50-55,15
2609,52,23773638,1025500001163,2609,045279731,2/1/2011,"ОАО АКБ ""ИТ Банк""","644029, г.Омск, пр. Мира, 43",Председатель Правления,Сильнягин О.А.,Главный бухгалтер,Дерябина Н.В.,Ведущий специалист группы ПиО УД,Андякина Е.В.,22-02-93,19
2611,40,31978076,1027800003505,2611,044030826,2/1/2011,"ОАО Банк ""Объединенный капитал""","194100, Санкт-Петербург, Б. Сампсониевский пр., д. 68, лит. Н",Председатель Правления,Марихина В.В.,Главный бухгалтер,Алимпиева Л.И.,"Нач. Упр. ""Казначейство""",Волкова В.А.,325-9495,15
2614,45,29284107,1027739640312,2614,044585104,2/1/2011,"КБ ""Техноком"" (ЗАО)","119121, г. Москва, 1-й Неопалимовский переулок, дом 15/7",Заместитель Председателя Правления,Тарасенко Анна Владимировна,Главный бухгалтер,Павлова Нина Александровна,Зам. Главного бухгалтера,Акимова Валентина  Георгиевна,8-(499)-248-36-27,15
2617,45,17546938,1027739152737,2617,044579828,2/1/2011,"ООО КБ ""Банк Расчетов и Сбережений""","115114,  г. Москва, ул. Дербеневская, дом 20, строение 2",Председатель Правления,Маркидонов А.В.,Главный бухгалтер,Текутова Г.М.,Нач. отдела фин. отчетности,Макариков Л.Б.,600-40-80,15
2620,45,29285242,1027739530785,2620,044579101,2/1/2011,"ЗАО КБ ""МБР-банк""","115184, г. Москва, ул. Большая Ордынка, д. 59, строение 2",Председатель Правления,Ольшевицкий  А.К.,Главный бухгалтер,Кузнецова О.В.,Начальник Отдела активных и пассивных операций,Ладанов С.В.,642-00-22,15
2626,45,29284797,1027739206692,2626,044579776,2/1/2011,"АКБ ""ОБПИ"" (ОАО)","121069,  г. Москва, Мерзляковский пер., д. 20, строение 1",Первый зам. Председателя Правления,Беляков Александр Владимирович,Главный  бухгалтер,Рощупкин Игорь Митрофанович,Начальник отдела бухгалтерской и финансовой отчетности,Астафьева О.В.,564-84-91 (доб.274),15
2627,45,29293106,1027739103260,2627,044585182,2/1/2011,"ЗАО АКИБ ""ЦЕРИХ""","119034, г. Москва, ул. Остоженка, д. 10/2/7, стр. 2",Председатель Правления,Корсаков Ю.Р.,Главный бухгалтер,Жаворонкова Г.В.,Начальник отдела,Рогачева О.В.,737-00-99,15
2632,81,31616551,1020300003460,2632,048142736,2/1/2011,"ОАО АК ""БайкалБанк""","670034, Республика Бурятия, г. Улан-Удэ, ул.Красноармейская,28",Зам. Председателя Правления,Раднаева Э.Б.,Главный бухгалтер,Вахрамеева Л.К.,Гл. специалист,Пронькинов Н.Ю.,297240,31
2638,80,32058509,1020200000083,2638,048073846,2/1/2011,"ООО ""ПромТрансБанк""","450008 , Республика Башкортостан, г. Уфа, ул.Ленина, 70",Генеральный директор,Мамбетов И.М.,Заместитель главного бухгалтера,Гусева Е.В.,Начальник группы финансовой отчетности,Пушкарева Н.И.,272-50-21,31
2644,87,28880304,1021100000030,2644,048718776,2/1/2011,"АКБ ""ГОРОД"" ЗАО","169912, Республика Коми, г.Воркута, ул.Ленина, д.53",Председатель Правления,Приходько Наталья Николаевна,И.о.Главного бухгалтера,Скотникова Татьяна Титовна,Исполнитель,Озерова Людмила Викторовна,(82151) 5-39-58,15
2645,04,21904444,1022400000160,2645,040436933,2/1/2011,"ЗАО АИКБ ""Енисейский объединенный банк""","660049, г. Красноярск, ул. Карла Маркса, дом 62, пом. 25, 26, 27",Руководитель,Белоногова А.В.,Главный бухгалтер,Шафарина О.Ю.,Специалист отдела отчетности,Трушина С.Ю.,277-96-96,18
2646,45,29275261,1027739259360,2646,044579283,2/1/2011,ОАО МПБ,"101000,  г. Москва, Милютинский пер., д. 2",Председатель Правления,Алныкина Н.И.,Главный бухгалтер,Гришина О.В.,Зам. главного бухгалтера,Якушева О.А.,787-72-27,27
2647,45,29039419,1027739278610,2647,044583104,2/1/2011,АК ФБ Инноваций и Развития (ЗАО),"105318,  г. Москва, ул.Ткацкая, дом 11, стр.1",Заместитель Председателя Правления,Павлова И.И.,Главный бухгалтер,Слепцова Ю.Г.,Начальник отдела отчетности,Кадзаева И.Т.,733-95-55,18
2649,45,29287596,1027700215817,2649,044583871,2/1/2011,"ООО КБ ""ПРЕОДОЛЕНИЕ""","121596,  г. Москва, ул.Толбухина, д.10, корп.2.",Заместитель Председателя Правления,Боровицкая Лилия Владимировна,Главный бухгалтер,Васильева Оксана Анатольевна,Заместитель Главного бухгалтера,Борисова Марина Петровна,448-31-98,31
2650,84,16251365,1020400000059,2650,048405718,2/1/2011,"АКБ ""Ноосфера"" (ЗАО)","649000, Республика Алтай, г.Горно-Алтайск, пр.Коммунистический, 26",Руководитель,Криворученко К.Ю.,Главный бухгалтер,Писарева Т.Ф.,Вед. специалист,Винс А.Я.,2-41-11,15
2652,22,25587176,1025200002002,2652,042220706,2/1/2011,"ООО ""РегионИнвестБанк""","603109, г.Нижний Новгород, набережная Федоровского, д.8",Заместитель Председателя Правления,Беспалов Сергей Иванович,Главный бухгалтер,Габаткина Любовь Вячеславовна,"Начальник отдела анализа, планирования и отчетности",Палкина Ольга Степановна,278-68-58,15
2654,45,21293615,1027739197914,2654,044585423,2/1/2011,"КБ ""Унифин"" ЗАО","127051, г. Москва, 1-ый Колобовский перулок, дом 11",Зам.Председателя Правления,Лопатникова Е.В.,Главный бухгалтер,Токарева Е.Д.,Начальник отдела,Утенькина Т.Ю.,771 75 00,15
2655,45,29287152,1027739735100,2655,044585491,2/1/2011,"ООО КБ ""ПРОМИНВЕСТРАСЧЕТ""","121099,  г. Москва, Новинский бульвар, дом 3 стр. 1",Зам. Председателя Правления - начальник Департамента контроля и качества,Шлогина Е.Г.,Главный бухгалтер,Колосова О.В.,Ведущий специалист отдела формирования отчетности по РСБУ,Мелихова Л.В.,742-42-04,15
2657,45,29290591,1027739291140,2657,044552704,2/1/2011,"КБ ""Старый Кремль"" (ООО)","107031,  г. Москва, Рождественский бульвар, д.14, стр.2",Председатель Правления,Мельников С.А.,Главный бухгалтер,Цуканова Г.Н.,Начальник отдела банковской отчетности,Долинский В. С.,621-77-43,15
2659,01,32237844,1022200531484,2659,040173771,2/1/2011,"ООО КБ ""Алтайкапиталбанк""","656043, Алтайский край, г.Барнаул, ул.Л.Толстого, 38а",Президент Банка,Германенко И.В.,Главный бухгалтер,Балина Ж.С.,экономист,Попова Н. В.,65-84-76,15
2664,45,29289903,1027739228758,2664,044552318,2/1/2011,"АКБ ""СЛАВИЯ"" (ЗАО)","117292, г. Москва, ул. Кедрова, д. 5А",Первый Заместитель Председателя Правления,Сдобнов И.В.,Заместитель Главного бухгалтера,Сперанская О.В.,Начальник  отдела  бухгалтерской  отчетности,Демидова Н.Е.,969-24-15,15
2670,45,29288039,1027700474944,2670,044579104,2/1/2011,"ООО КБ ""Центрально-Европейский Банк""","105066,  г. Москва, ул. Ольховская, дом 16, стр.5-5а",Председатель Правления Банка,Патрикеев В.В.,Главный бухгалтер,Туркова Т.К.,Начальник отдела учета и отчетности,Туркова С.О.,(499) 261-91-92,15
2672,82,25136083,1020500000168,2672,048209789,2/1/2011,"ООО КБ ""УЗДАН""","367026, Республика Дагестан, г. Махачкала, пр. И.Шамиля, 1 ""б""",Председатель Правления,Гуруев Ш.И.,Главный бухгалтер,Рыжкова Р.С.,Нач.отд.,Абрамова О.А.,64-74-98,15
2673,45,29290881,1027739642281,2673,044583974,2/1/2011,ТКС Банк (ЗАО),"123060, г. Москва, 1-й Волоколамский проезд, дом 10, стр.1",Председатель правления,Чесаков Г.Р.,Директор платежных систем - вице президент,Макешин А.А.,Главный специалист,Хабибулин М.Н.,648-10-00,17
2677,45,29288571,1027739542709,2677,044585116,2/1/2011,ООО РИТ-банк,"119017, г. Москва, Погорельский пер., д. 5, стр. 2",Председатель Правления,Смирнова Н.И.,Главный бухгалтер,Соколова М.С.,Главный бухгалтер,Соколова М.С.,363-4210,15
2682,45,29289286,1027739621810,2682,044585881,2/1/2011,"КБ ""Крокус-Банк"" (ООО)","123056,  г. Москва, ул. 2-я Брестская, д.31",Первый заместитель Председателя Правления,Зайковская Г.И.,Главный бухгалтер,Коржова Н.О.,Начальник отдела,Логачев А.А.,228-12-44,30
2684,45,29289642,1027739542050,2684,044579215,2/1/2011,"ООО ""Банк БКФ""","125047,  г. Москва, ул. 1-ая  Тверская-Ямская, д. 21",Начальник ОКУ,Дмитриева Ольга Васильевна,Главный бухгалтер,Трифаненкова Светлана Федоровна,Начальник УФО,Попова Мария Леонтьевна,514-08-20,15
2688,82,25140558,1020500000531,2688-К,048209860,2/1/2011,"НКО ""Транзит"" ООО","367008, Республика Дагестан, г.Махачкала, ул.Танкаева, 65.",Председатель Правления,Абдухаликов М.А.,Главный бухгалтер,Махачева Б.В.,Исполнитель,Махачева Б.В.,78-08-84,15
2696,45,29402558,1027700050510,2696,044579124,2/1/2011,"АКБ ""ИНКАРОБАНК"" (ЗАО)","123001,  г. Москва, Ермолаевский пер., д.5, стр.2",Председатель Правления,Мачулин В.В,Главный бухгалтер,Смирнова Е.А.,Начальник Управления финансового анализа,Белякова Е.П.,695-38-29,15
2697,45,29412781,1027739481362,2697,044585187,2/1/2011,"АКБ ""Московский Вексельный Банк"" (ЗАО)","127238, г. Москва, Ильменский проезд, д. 10, стр. 1",Первый заместитель Председателя Правления,Савельева О. В.,Главный бухгалтер,Круглова Д.Е.,Зам. главного бухгалтера,Харина Е.М.,645-35-11,15
2699,45,09319602,1027739064704,2699,044585128,2/1/2011,"АКБ ""ЛИНК-банк"" (ОАО)","127434,  г. Москва, Дмитровское шоссе, д.7, корп.2",Председатель Правления,Пархоменко С.В.,Главный бухгалтер,Анцупова О.А.,начальник отдела внутренних операций и отчетности,Сиротина Н.В.,977-60-01,15
2704,45,29290740,1027739378600,2704,044525541,2/1/2011,"КБ ""Международный Банк Развития"" (ЗАО)","115035, г. Москва, Кадашевская набережная, д. 32/2, стр. 1",Председатель  Правления,Кулик А.С.,Главный бухгалтер,Пан?ва Е.А.,Начальник отдела отчетности и контроля,Фукина О.Н.,287 3580 (175),15
2705,92,33863696,1081600001097,2705,049205804,2/1/2011,"ОАО ""ИнтехБанк""","420021, г.Казань, ул.Ш.Марджани, д.24",Зам.Председателя Правления,Хасанов Р.Г.,И.О. Главного Бухгалтера,Молева Н.Р.,исполнитель,Шайдукова Р.Н.,(843) 2211773,31
2706,89,29292236,1027739299719,2706,048952630,2/1/2011,"ООО КБ ""Интеркапитал-Банк""","430030, Республика Мордовия, город Саранск, ул. Строительная, д. 15",Заместитель председателя правления,Дыдыкина Т.В.,Зам.главного бухгалтера,Жогина Г.Д.,Ведущий специалист,Белякова Ю.В.,24-09-75,15
2707,45,29393440,1057711014195,2707,044585161,2/1/2011,"КБ ""ЛОКО-Банк"" (ЗАО)","111250, г. Москва, ул. Госпитальная, д. 14",Председатель Правления,Крюков Дмитрий Валентинович,Главный бухгалтер,Гусева Нина Николаевна,Начальник отдела отчетности УБКО,Клиппенштейн С.А.,739-07-29 (1419),15
2711,45,29292064,1027700314113,2711,044583271,2/1/2011,"ЗАО ""Гринфилдбанк""","107045,  г. Москва, Малый Головин переулок, д.8",Председатель Правления,Пахомкин Санал Сергеевич,Главный бухгалтер,Горбылева Елена Анатольевна,Начальник ООиЭА,Чаркин А.В.,621-91-11,31
2712,45,29292070,1027739482242,2712,044599755,2/1/2011,"ЗАО ""ТУСАРБАНК""","117638, г. Москва, ул. Сивашская, д.7",Председатель Правления,Петриков М.В.,Главный бухгалтер,Хрунова И.К.,Заместитель главного бухгалтера,Густарева Л.А.,(499) 794-72-13,15
2721,87,12893032,1021100000074,2721,048702781,2/1/2011,"АКБ ""Северный Народный Банк"" (ОАО)","167000, Республика Коми, г.Сыктывкар, ул.Первомайская, 68",Зам.Председателя Правления,Зорникова Л.В.,Главный бухгалтер,Зорина В.С.,ведущий экономист,Шубина Е.П.,44-18-14,22
2722,47,22619935,1025100003917,2722,044705768,2/1/2011,"ОАО ""МСКБ""","183032, г. Мурманск, пр. Ленина, д. 12",И.О. Председателя Правления,Дудкина С.Г.,Главный  бухгалтер,Михайлина Е.И.,Начальник ОФА,Тихонова В.К.,230908,15
2728,19,22779691,1023500000028,2728,041909772,2/1/2011,"ОАО ""Промэнергобанк""","160009 г. Вологда, ул. Чехова, д. 30",Председатель Правления,Постнов А.А.,Главный бухгалтер,Хаманеева Т.С.,Ведущий экономист,Кудряшова Г.В.,76-95-79,15
2729,91,33480073,1020900001946,2729,049133812,2/1/2011,"ООО КБ ""Развитие""","369000,  Карачаево-Черкесская Республика, г.Черкесск, ул. Красноармейская, 64",Председатель Правления,Атаева Б.Х.,Зам. главного бухгалтера,Жук А.В.,Ведущий специалист ОФБО,Ипаев С.В.,25-54-12,14
2733,05,33618850,1022500001061,2733,040507803,2/1/2011,"ОАО СКБ Приморья ""Примсоцбанк""","690106 Приморский край г.Владивосток Партизанский проспект, 44",Первый заместитель Председателя Правления,Доценко Г.С.,Главный бухгалтер,Баринова Л.В.,Начальник отдела,Мадисон Н.С.,42-42-42 (доп.132),21
2734,45,29292450,1027739534371,2734,044579378,2/1/2011,"ООО КБ ""ОПМ-Банк""","127015, г. Москва, ул. Правды, д. 23, корп. 10",Заместитель Председателя Правления,Огарева Елена Евгеньевна,Главный бухгалтер,Мешков Константин Викторович,Начальник отдела сводной отчетности,Борисевич Александр Евгеньевич,785-58-82 доб.143,30
2738,45,29292006,1027739120199,2738,044552675,2/1/2011,"АКБ ""Держава"" ОАО","119234,  г. Москва, Ломоносовский проспект, д.20",Председатель Правления,Ушаков А.А.,Главный бухгалтер,Кошел?ва Н.Е.,Экономист,Душенька О.В.,930-3961,15
2741,45,33730725,1027739445535,2741,044525557,2/1/2011,"КБ ""Траст Капитал Банк"" ЗАО","115093, г. Москва, 1-й Щипковский пер., д. 1",Председатель Правления,Степанова Е.В.,Главный бухгалтер,Калинина Т.В.,Начальник отдела отчетности,Шиндереева Е.Н.,236-17-32,15
2742,45,29295826,1027739030725,2742,044579112,2/1/2011,"""МИ-БАНК"" (ОАО)","119899,  г. Москва, Ленинские Горы, МГУ, д. 1, стр. 58",Зам. Председателя Правления,Молявинская Л.В.,И.о. Главного бухгалтера,Ларина Т.В.,Зам. Главного бухгалтера,Ларина Т.В.,745-28-09,15
2743,45,29291679,1027739860554,2743,044579690,2/1/2011,"ООО КБ ""Инстройбанк""","119330,  г. Москва, ул. Дружбы, д. 10а",Председатель Правления,Шорычева И.Н.,Главный  бухгалтер,Сухова  Н.Ю.,начальник аналитического отдела,Ванеева М.В.,(499)143-35-80,15
2746,45,29294146,1037739121420,2746,044585171,2/1/2011,"АКБ ""КОДЕКС"" (ОАО)","129223, г. Москва, проспект Мира, д. 119, стр. 553",Председатель Правления,Мирвелов Д.Б.,Зам. Главного бухгалтера,Христьяновская Г.А.,Специалист,Ларионова Е.А.,780-05-82,16
2748,45,29292940,1027700159497,2748,044525219,2/1/2011,"ОАО ""Банк Москвы""","107996, г. Москва, ул. Рождественка, 8/15, стр. 3",Вице-президент,Никитенко И.Р.,"Заместитель главного бухгалтера - заместитель Директора Департамента бухгалтерского учета, отчетност",Горина М.П.,Начальник Управления,Островская С.В.,745-80-00 (1284),31
2749,45,29293224,1027739588205,2749-К,044552793,2/1/2011,"ООО РНКО ""РИБ""","119146,  г. Москва, Фрунзенская наб.,  д. 24/1",Председатель Правления,Леженин Сергей Иванович,Главный бухгалтер,Галкин Александр Юрьевич,Исполнитель,Петухова Алла Олеговна,(495) 232-34-34,15
2755,45,29465091,1027739028536,2755,044579278,2/1/2011,"ОАО ""НК Банк""","125047,  г. Москва, Миусская площадь, д. 2",Председатель Правления,С.Н.Смирнов,Главный бухгалтер,Е.М.Меркулова,Начальник Отдела финансовой отчетности,Пешкова Е.Г.,246-61-36,15
2756,91,33479064,1020900001968,2756,049133845,2/1/2011,"ЗАО АКБ ""Тексбанк""","369000,  Карачаево-Черкесская Республика, г. Черкесск, ул. Кавказская, 99",И.о.Президента,Тамбиева А.Х.,Главный  бухгалтер,Щекина  Е.А.,Заместитель начальника ОАО и УР,Узденова А.К.,(8782)21-26-98,15
2758,40,34336540,1027800001240,2758,044030845,2/1/2011,"Банк ""Прайм Финанс"" (ОАО)","198152, Санкт-Петербург, ул.Краснопутиловская, 5-а",Председатель Правления,Табунов М.С.,Главный бухгалтер,Авраменко Е.Л.,Экономист 1 категории,Проус Р.В.,331-31-73,31
2761,82,43340114,1020500000333,2761,048209975,2/1/2011,"КБ ""ПСИБ"" (ООО)","367003, Республика Дагестан, г.Махачкала, ул.Ирчи-Казака, 2 ""Б """,Председатель Правления,Абдурахманов К.А.,Главный бухгалтер,Абдулазизова Х.И.,Начальник кредитного отдела,Курбалиева С.М.,61-58-22,15
