REGN,C1_3,C2_3,C3_3
103,Í9.1,0.00,
103,Í10.1,0.37,
103,Í12,0.00,
106,Í1,30.13,
106,Í2,64.92,
106,Í3,68.89,
106,Í4,45.04,
106,Í7,207.31,
106,Í9.1,1.21,
106,Í10.1,1.77,
107,Í1,11.26,
107,Í2,84.08,
107,Í3,121.25,
107,Í4,54.56,
107,Í7,428.05,
107,Í9.1,15.96,
107,Í10.1,0.32,
107,Í12,1.76,
121,Í1,47.01,
121,Í2,108.12,
121,Í3,133.24,
121,Í4,10.96,
121,Í7,101.70,
121,Í9.1,2.62,
121,Í10.1,0.08,
121,Í12,0.17,
138,Í1,11.28,
138,Í2,39.96,
138,Í3,68.77,
138,Í4,94.07,
138,Í7,309.49,
138,Í9.1,0.00,
138,Í10.1,0.78,
138,Í12,0.00,
142,Í1,70.49,
142,Í2,101.54,
142,Í3,114.57,
142,Í4,67.54,
142,Í7,51.21,
142,Í9.1,2.55,
142,Í10.1,2.49,
142,Í12,0.00,
149,Í1,95.29,
149,Í2,156.12,
149,Í3,273.05,
149,Í4,46.30,
149,Í7,6.48,
149,Í9.1,0.00,
149,Í10.1,0.00,
149,Í12,0.00,
153,Í1,15.34,
153,Í2,103.06,
153,Í3,145.23,
153,Í4,49.76,
153,Í7,335.38,
153,Í9.1,0.57,
153,Í10.1,1.31,
153,Í12,0.00,
155,Í1,31.75,
155,Í2,43.78,
155,Í3,129.64,
155,Í4,10.42,
155,Í7,95.54,
155,Í9.1,0.00,
155,Í10.1,0.00,
155,Í12,0.00,
170,Í1,138.17,
170,Í2,312.47,
170,Í3,425.80,
170,Í4,3.10,
170,Í7,30.16,
170,Í9.1,30.16,
170,Í10.1,0.00,
170,Í12,0.00,
184,Í1,56.02,
184,Í2,186.40,
184,Í3,223.50,
184,Í4,9.39,
184,Í7,77.11,
184,Í9.1,0.00,
184,Í10.1,0.00,
184,Í12,0.02,
197,Í1,11.66,
197,Í2,28.21,
197,Í3,68.20,
197,Í4,52.07,
197,Í7,481.61,
197,Í9.1,0.06,
197,Í10.1,0.86,
197,Í12,0.01,
208,Í1,36.00,
208,Í2,55.89,
208,Í3,88.88,
208,Í4,44.74,
208,Í7,102.24,
208,Í9.1,0.00,
208,Í10.1,0.88,
208,Í12,0.00,
210,Í1,11.21,
210,Í2,43.27,
210,Í3,78.80,
210,Í4,65.95,
210,Í7,608.08,
210,Í9.1,0.00,
210,Í10.1,1.51,
210,Í12,0.00,
212,Í1,11.32,
212,Í2,112.15,
212,Í3,118.32,
212,Í4,38.02,
212,Í7,524.23,
212,Í9.1,0.24,
212,Í10.1,0.46,
212,Í12,0.00,
226,Í1,18.37,
226,Í2,173.20,
226,Í3,187.52,
226,Í4,73.93,
226,Í7,283.99,
226,Í9.1,0.00,
226,Í10.1,0.13,
226,Í12,0.00,
232,Í1,12.52,
232,Í2,37.71,
232,Í3,79.47,
232,Í4,97.19,
232,Í7,418.14,
232,Í9.1,0.00,
232,Í10.1,1.35,
232,Í12,0.00,
236,Í1,51.77,
236,Í2,87.35,
236,Í3,70.96,
236,Í4,56.62,
236,Í7,76.58,
236,Í9.1,2.32,
236,Í10.1,2.41,
236,Í12,0.00,
249,Í1,12.51,
249,Í2,56.60,
249,Í3,89.75,
249,Í4,81.58,
249,Í7,259.59,
249,Í9.1,4.08,
249,Í10.1,1.27,
249,Í12,4.08,
254,Í1,13.63,
254,Í2,38.18,
254,Í3,107.50,
254,Í4,40.27,
254,Í7,254.33,
254,Í9.1,0.00,
254,Í10.1,1.89,
254,Í12,0.00,
256,Í1,20.43,
256,Í2,49.13,
256,Í3,83.99,
256,Í4,86.80,
256,Í7,363.05,
256,Í9.1,0.00,
256,Í10.1,0.57,
256,Í12,0.00,
272,Í1,32.92,
272,Í2,138.87,
272,Í3,138.12,
272,Í4,4.02,
272,Í7,162.09,
272,Í9.1,0.00,
272,Í10.1,1.01,
272,Í12,0.00,
282,Í1,11.77,
282,Í2,71.96,
282,Í3,77.79,
282,Í4,81.71,
282,Í7,333.56,
282,Í9.1,1.12,
282,Í10.1,1.71,
282,Í12,0.00,
286,Í1,30.93,
286,Í2,78.83,
286,Í3,94.89,
286,Í4,2.84,
286,Í7,270.41,
286,Í9.1,0.00,
286,Í10.1,0.00,
286,Í12,0.00,
312,Í1,12.29,
312,Í2,69.09,
312,Í3,111.33,
312,Í4,34.73,
312,Í7,379.17,
312,Í9.1,9.89,
312,Í10.1,1.15,
312,Í12,5.90,
316,Í1,14.18,
316,Í2,92.08,
316,Í3,158.55,
316,Í4,51.24,
316,Í7,52.57,
316,Í9.1,0.34,
316,Í10.1,0.76,
316,Í12,0.00,
323,Í1,11.73,
323,Í2,80.76,
323,Í3,77.83,
323,Í4,58.74,
323,Í7,217.23,
323,Í9.1,0.00,
323,Í10.1,1.43,
323,Í12,0.72,
324,Í1,65.92,
324,Í2,112.94,
324,Í3,369.15,
324,Í4,41.09,
324,Í7,46.54,
324,Í9.1,0.00,
324,Í10.1,0.00,
324,Í12,0.92,
328,Í1,12.15,
328,Í2,80.75,
328,Í3,83.96,
328,Í4,62.04,
328,Í7,550.88,
328,Í9.1,0.00,
328,Í10.1,0.28,
328,Í12,6.77,
330,Í1,39.86,
330,Í2,64.10,
330,Í3,192.57,
330,Í4,24.80,
330,Í7,136.92,
330,Í9.1,0.28,
330,Í10.1,0.27,
330,Í12,0.00,
347,Í1,76.34,
347,Í2,148.83,
347,Í3,149.11,
347,Í4,58.29,
347,Í7,39.46,
347,Í9.1,0.00,
347,Í10.1,0.17,
347,Í12,0.00,
356,Í1,15.23,
356,Í2,87.67,
356,Í3,162.34,
356,Í4,43.82,
356,Í7,349.53,
356,Í9.1,5.82,
356,Í10.1,2.11,
356,Í12,3.61,
370,Í1,26.03,
370,Í2,80.98,
370,Í3,87.80,
370,Í4,37.04,
370,Í7,118.95,
370,Í9.1,0.03,
370,Í10.1,2.06,
370,Í12,0.00,
384,Í1,30.62,
384,Í10.1,0.00,
384,Í12,0.00,
384,Í15,100.34,
384,Í16,0.00,
384,Í16.1,0.00,
384,Í16.2,0.00,
385,Í1,22.47,
385,Í2,50.78,
385,Í3,62.57,
385,Í4,52.40,
385,Í7,159.52,
385,Í9.1,0.00,
385,Í10.1,0.81,
385,Í12,0.05,
391,Í1,11.29,
391,Í2,63.46,
391,Í3,75.23,
391,Í4,66.93,
391,Í7,420.91,
391,Í9.1,0.04,
391,Í10.1,0.54,
391,Í12,0.00,
404,Í1,14.20,
404,Í2,138.14,
404,Í3,158.98,
404,Í4,30.70,
404,Í7,393.82,
404,Í9.1,0.00,
404,Í10.1,0.49,
410,Í1,19.69,
410,Í2,30.58,
410,Í3,71.01,
410,Í4,28.63,
410,Í7,151.74,
410,Í10.1,0.47,
429,Í1,10.72,
429,Í2,100.43,
429,Í3,56.78,
429,Í4,53.64,
429,Í7,392.73,
429,Í9.1,0.46,
429,Í10.1,0.38,
429,Í12,0.00,
430,Í1,49.42,
430,Í2,73.39,
430,Í3,170.76,
430,Í4,77.78,
430,Í7,25.96,
430,Í9.1,20.26,
430,Í10.1,0.35,
430,Í12,0.00,
435,Í1,44.14,
435,Í2,106.13,
435,Í3,344.36,
435,Í4,0.15,
435,Í7,108.94,
435,Í9.1,47.46,
435,Í10.1,0.07,
435,Í12,18.12,
436,Í1,11.45,
436,Í2,61.87,
436,Í3,77.54,
436,Í4,78.73,
436,Í7,392.92,
436,Í9.1,0.02,
436,Í10.1,0.87,
436,Í12,13.11,
438,Í1,13.72,
438,Í2,24.00,
438,Í3,55.02,
438,Í4,114.40,
438,Í7,113.74,
438,Í9.1,0.50,
438,Í10.1,1.17,
438,Í12,0.00,
444,Í1,49.92,
444,Í2,72.77,
444,Í3,122.20,
444,Í4,23.85,
444,Í7,77.62,
444,Í9.1,20.89,
444,Í10.1,2.00,
444,Í12,0.00,
456,Í1,12.24,
456,Í2,110.79,
456,Í3,112.48,
456,Í4,52.53,
456,Í7,494.45,
456,Í9.1,24.01,
456,Í10.1,1.48,
466,Í1,86.26,
466,Í2,141.15,
466,Í3,157.20,
466,Í4,10.43,
466,Í7,9.64,
467,Í1,11.00,
467,Í2,39.46,
467,Í3,88.81,
467,Í4,51.99,
467,Í7,698.79,
467,Í9.1,0.00,
467,Í10.1,0.84,
467,Í12,0.00,
469,Í1,24.77,
469,Í2,59.91,
469,Í3,147.44,
469,Í4,0.00,
469,Í7,325.11,
469,Í9.1,0.00,
469,Í10.1,0.00,
469,Í12,0.00,
474,Í1,16.17,
474,Í2,48.40,
474,Í3,75.74,
474,Í4,85.58,
474,Í7,228.40,
474,Í9.1,0.00,
474,Í10.1,1.41,
474,Í12,0.00,
478,Í1,24.55,
478,Í2,54.32,
478,Í3,62.37,
478,Í4,32.04,
478,Í7,180.63,
478,Í9.1,2.08,
480,Í1,31.97,
480,Í2,44.75,
480,Í3,83.68,
480,Í4,103.84,
480,Í7,158.17,
480,Í9.1,2.06,
480,Í10.1,0.96,
480,Í12,0.00,
481,Í1,30.57,
481,Í2,83.70,
481,Í3,78.15,
481,Í4,18.29,
481,Í7,176.52,
481,Í9.1,0.00,
481,Í10.1,0.37,
481,Í12,0.00,
485,Í1,19.74,
485,Í2,43.25,
485,Í3,79.91,
485,Í4,79.40,
485,Í7,100.69,
485,Í9.1,0.00,
485,Í10.1,1.25,
485,Í12,0.00,
492,Í1,17.91,
492,Í2,23.86,
492,Í3,79.07,
492,Í4,35.70,
492,Í7,293.24,
492,Í9.1,5.89,
492,Í10.1,0.18,
492,Í12,0.00,
493,Í1,21.57,
493,Í2,101.47,
493,Í3,114.62,
493,Í4,40.73,
493,Í7,71.95,
493,Í9.1,0.17,
493,Í10.1,1.45,
493,Í12,0.00,
503,Í1,18.41,
503,Í2,54.90,
503,Í3,57.74,
503,Í4,93.66,
503,Í7,198.56,
503,Í9.1,0.00,
503,Í10.1,0.34,
503,Í12,5.67,
507,Í1,29.27,
507,Í2,96.61,
507,Í3,99.96,
507,Í4,55.44,
507,Í7,193.67,
507,Í9.1,1.59,
507,Í10.1,2.23,
507,Í12,0.00,
518,Í1,11.75,
518,Í2,83.16,
518,Í3,86.14,
518,Í4,89.34,
518,Í7,75.46,
518,Í9.1,0.00,
518,Í10.1,1.51,
518,Í12,2.74,
520,Í1,16.19,
520,Í2,96.36,
520,Í3,85.08,
520,Í4,61.92,
520,Í7,216.01,
520,Í9.1,1.10,
520,Í10.1,1.68,
520,Í12,0.00,
524,Í1,17.23,
524,Í2,54.26,
524,Í3,69.68,
524,Í4,39.71,
524,Í7,343.39,
524,Í9.1,0.03,
524,Í10.1,1.20,
524,Í12,0.00,
532,Í1,26.24,
532,Í2,118.14,
532,Í3,167.62,
532,Í4,69.33,
532,Í7,177.16,
532,Í9.1,0.00,
532,Í10.1,1.92,
532,Í12,0.00,
533,Í1,46.67,
533,Í2,83.55,
533,Í3,117.73,
533,Í4,41.95,
533,Í7,95.46,
533,Í9.1,0.00,
533,Í10.1,0.48,
533,Í12,0.00,
537,Í1,16.64,
537,Í2,64.75,
537,Í3,89.27,
537,Í4,77.68,
537,Í7,322.57,
537,Í9.1,0.00,
537,Í10.1,2.10,
537,Í12,0.00,
538,Í1,70.54,
538,Í2,184.33,
538,Í3,335.39,
538,Í4,8.84,
538,Í7,89.54,
538,Í9.1,0.00,
538,Í10.1,0.17,
538,Í12,0.00,
539,Í1,15.96,
539,Í2,33.55,
539,Í3,57.63,
539,Í4,57.79,
539,Í7,185.08,
539,Í9.1,0.00,
539,Í10.1,1.41,
539,Í12,21.78,
543,Í1,51.58,
543,Í2,79.69,
543,Í3,102.06,
543,Í4,0.00,
543,Í7,0.00,
543,Í9.1,0.00,
543,Í10.1,0.00,
543,Í12,0.00,
545,Í1,22.30,
545,Í2,38.47,
545,Í3,61.46,
545,Í4,65.55,
545,Í7,316.25,
545,Í9.1,0.16,
545,Í10.1,1.85,
545,Í12,0.00,
546,Í1,49.11,
546,Í2,54.60,
546,Í3,53.95,
546,Í4,23.16,
546,Í7,23.76,
546,Í9.1,20.00,
546,Í10.1,0.00,
546,Í12,0.00,
548,Í1,11.28,
548,Í2,29.16,
548,Í3,215.85,
548,Í4,29.70,
548,Í7,537.86,
548,Í9.1,12.57,
548,Í10.1,0.83,
548,Í12,1.68,
554,Í1,14.14,
554,Í2,75.11,
554,Í3,82.66,
554,Í4,81.86,
554,Í7,384.57,
554,Í9.1,0.64,
554,Í10.1,0.85,
554,Í12,0.00,
558,Í1,10.72,
558,Í2,50.38,
558,Í3,66.43,
558,Í4,90.47,
558,Í7,197.99,
558,Í9.1,1.05,
558,Í10.1,2.55,
558,Í12,0.00,
567,Í1,12.77,
567,Í2,44.23,
567,Í3,84.98,
567,Í4,71.03,
567,Í7,347.40,
567,Í9.1,0.00,
567,Í10.1,2.00,
567,Í12,0.00,
568,Í1,23.65,
568,Í2,53.87,
568,Í3,69.14,
568,Í4,68.97,
568,Í7,214.52,
568,Í9.1,0.88,
568,Í10.1,2.04,
568,Í12,0.00,
570,Í1,54.98,
570,Í2,83.74,
570,Í3,133.63,
570,Í4,3.18,
570,Í7,20.02,
570,Í9.1,0.00,
570,Í10.1,0.00,
570,Í12,0.00,
574,Í1,42.43,
574,Í2,87.56,
574,Í3,123.36,
574,Í4,28.40,
574,Í7,117.19,
574,Í9.1,0.00,
574,Í10.1,0.01,
574,Í12,0.00,
575,Í1,54.46,
575,Í2,28.92,
575,Í3,212.20,
575,Í4,2.92,
575,Í7,62.13,
575,Í9.1,0.00,
575,Í10.1,0.04,
575,Í12,0.00,
588,Í1,20.01,
588,Í2,86.47,
588,Í3,103.20,
588,Í4,105.02,
588,Í7,125.10,
588,Í9.1,2.42,
588,Í10.1,0.81,
588,Í12,0.01,
594,Í1,50.38,
594,Í2,36.22,
594,Í3,113.10,
594,Í4,28.78,
594,Í7,71.51,
594,Í9.1,0.00,
594,Í10.1,1.65,
594,Í12,0.00,
596,Í1,12.93,
596,Í2,54.89,
596,Í3,64.16,
596,Í4,101.07,
596,Í7,203.29,
596,Í9.1,0.00,
596,Í10.1,0.77,
596,Í12,0.00,
598,Í1,33.65,
598,Í2,55.18,
598,Í3,90.94,
598,Í4,58.06,
598,Í7,126.45,
598,Í9.1,0.00,
598,Í10.1,1.23,
598,Í12,0.00,
600,Í1,13.25,
600,Í2,42.74,
600,Í3,104.17,
600,Í4,40.09,
600,Í7,549.99,
600,Í9.1,0.00,
600,Í10.1,0.21,
600,Í12,0.00,
604,Í1,18.55,
604,Í2,59.57,
604,Í3,90.21,
604,Í4,52.11,
604,Í7,277.96,
604,Í9.1,0.00,
604,Í10.1,0.04,
604,Í12,0.00,
606,Í1,15.39,
606,Í2,44.24,
606,Í3,82.08,
606,Í4,46.54,
606,Í7,439.98,
606,Í9.1,13.72,
606,Í10.1,0.65,
606,Í12,0.00,
608,Í1,213.92,
608,Í2,59.30,
608,Í3,148.43,
608,Í4,0.46,
608,Í7,16.78,
608,Í9.1,0.00,
608,Í10.1,0.00,
608,Í12,0.00,
609,Í1,13.16,
609,Í2,26.46,
609,Í3,52.89,
609,Í4,63.53,
609,Í7,331.63,
609,Í9.1,2.15,
609,Í10.1,1.26,
609,Í12,0.00,
622,Í1,33.07,
622,Í2,39.02,
622,Í3,57.86,
622,Í4,1.72,
622,Í7,240.43,
622,Í9.1,0.00,
622,Í10.1,0.37,
622,Í12,0.00,
625,Í1,11.38,
625,Í2,51.58,
625,Í3,134.18,
625,Í4,22.00,
625,Í7,688.89,
625,Í9.1,18.21,
625,Í10.1,2.40,
625,Í12,7.51,
634,Í1,8.49,
634,Í2,10.97,
634,Í3,19.21,
634,Í4,142.08,
634,Í7,688.48,
634,Í9.1,9.05,
634,Í10.1,2.35,
634,Í12,0.00,
635,Í1,64.58,
635,Í2,145.03,
635,Í3,153.12,
635,Í4,48.07,
635,Í7,67.07,
635,Í9.1,0.00,
635,Í10.1,2.67,
635,Í12,0.00,
637,Í1,16.62,
637,Í2,87.36,
637,Í3,87.75,
637,Í4,72.40,
637,Í7,214.95,
637,Í9.1,0.00,
637,Í10.1,0.10,
637,Í12,0.00,
639,Í1,51.41,
639,Í2,57.64,
639,Í3,72.40,
639,Í4,16.61,
639,Í7,11.55,
639,Í9.1,0.00,
639,Í10.1,0.00,
639,Í12,0.00,
646,Í1,11.52,
646,Í2,54.11,
646,Í3,84.30,
646,Í4,46.41,
646,Í7,299.93,
646,Í9.1,0.70,
646,Í10.1,0.82,
646,Í12,0.00,
650,Í1,84.31,
650,Í2,695.74,
650,Í3,653.62,
650,Í4,0.00,
650,Í7,0.00,
650,Í9.1,0.00,
650,Í10.1,0.00,
650,Í12,0.00,
653,Í1,26.57,
653,Í2,41.58,
653,Í3,80.55,
653,Í4,66.72,
653,Í7,218.52,
653,Í9.1,0.00,
653,Í10.1,0.25,
653,Í12,0.00,
654,Í1,61.42,
654,Í2,25.81,
654,Í3,75.28,
654,Í4,0.00,
654,Í7,98.45,
654,Í9.1,0.00,
654,Í10.1,0.00,
654,Í12,0.00,
655,Í1,13.67,
655,Í2,142.96,
655,Í3,255.11,
655,Í4,58.36,
655,Í7,465.85,
655,Í9.1,8.11,
655,Í10.1,0.89,
655,Í12,0.00,
665,Í1,37.22,
665,Í2,182.30,
665,Í3,135.88,
665,Í4,54.53,
665,Í7,192.41,
665,Í9.1,0.32,
665,Í10.1,2.26,
671,Í1,11.30,
671,Í2,82.66,
671,Í3,72.03,
671,Í4,102.65,
671,Í7,461.77,
671,Í9.1,0.00,
671,Í10.1,2.52,
671,Í12,0.00,
680,Í1,12.42,
680,Í2,85.36,
680,Í3,88.18,
680,Í4,70.30,
680,Í7,319.10,
680,Í9.1,0.00,
680,Í10.1,2.28,
680,Í12,0.00,
684,Í1,20.97,
684,Í2,63.77,
684,Í3,89.06,
684,Í4,6.57,
684,Í7,266.22,
684,Í9.1,0.00,
684,Í10.1,0.06,
684,Í12,0.00,
685,Í1,80.35,
685,Í2,129.48,
685,Í3,129.93,
685,Í4,18.78,
685,Í7,69.76,
685,Í9.1,0.00,
685,Í10.1,0.77,
685,Í12,0.00,
695,Í1,29.17,
695,Í2,87.72,
695,Í3,95.37,
695,Í4,66.47,
695,Í7,171.09,
695,Í9.1,0.00,
695,Í10.1,0.67,
695,Í12,0.00,
696,Í1,37.07,
696,Í2,67.17,
696,Í3,135.04,
696,Í4,24.48,
696,Í7,107.65,
696,Í9.1,0.00,
696,Í10.1,1.59,
696,Í12,0.00,
702,Í1,14.86,
702,Í2,79.99,
702,Í3,181.05,
702,Í4,53.70,
702,Í7,256.05,
702,Í9.1,0.00,
702,Í10.1,1.20,
702,Í12,0.00,
704,Í1,13.34,
704,Í2,29.31,
704,Í3,73.61,
704,Í4,92.96,
704,Í7,337.28,
704,Í9.1,15.66,
704,Í10.1,1.99,
704,Í12,0.00,
705,Í1,12.65,
705,Í2,25.13,
705,Í3,87.47,
705,Í4,69.73,
705,Í7,62.97,
705,Í9.1,3.19,
705,Í10.1,1.48,
705,Í12,0.00,
708,Í1,12.81,
708,Í2,39.20,
708,Í3,65.68,
708,Í4,86.54,
708,Í7,341.66,
708,Í9.1,19.36,
708,Í10.1,1.11,
708,Í12,0.00,
709,Í1,20.38,
709,Í2,55.36,
709,Í3,76.86,
709,Í4,29.47,
709,Í7,221.38,
709,Í9.1,0.03,
709,Í10.1,2.24,
709,Í12,0.00,
715,Í1,49.15,
715,Í2,71.74,
715,Í3,71.96,
715,Í4,0.00,
715,Í7,44.65,
715,Í9.1,0.00,
715,Í10.1,0.83,
715,Í12,0.04,
720,Í1,18.24,
720,Í2,48.75,
720,Í3,117.91,
720,Í4,105.09,
720,Í7,204.68,
720,Í9.1,0.00,
720,Í10.1,1.37,
720,Í12,0.00,
728,Í1,16.27,
728,Í2,52.13,
728,Í3,53.57,
728,Í4,88.01,
728,Í7,370.61,
728,Í9.1,18.51,
728,Í10.1,1.37,
728,Í12,5.88,
732,Í1,13.31,
732,Í2,51.48,
732,Í3,74.13,
732,Í4,109.86,
732,Í7,449.62,
732,Í9.1,6.13,
732,Í10.1,2.43,
732,Í12,0.00,
735,Í1,14.12,
735,Í2,72.14,
735,Í3,108.36,
735,Í4,54.51,
735,Í7,377.30,
735,Í9.1,0.00,
735,Í10.1,1.61,
735,Í12,0.00,
749,Í1,42.13,
749,Í15,168.62,
752,Í1,12.31,
752,Í2,73.05,
752,Í3,98.54,
752,Í4,47.84,
752,Í7,528.23,
752,Í9.1,14.60,
752,Í10.1,2.09,
752,Í12,0.00,
766,Í1,24.51,
766,Í2,112.35,
766,Í3,243.95,
766,Í4,48.24,
766,Í7,195.80,
766,Í9.1,14.35,
766,Í10.1,2.27,
766,Í12,0.00,
777,Í1,17.49,
777,Í2,72.09,
777,Í3,91.10,
777,Í4,68.29,
777,Í7,186.12,
777,Í9.1,0.11,
777,Í10.1,2.22,
777,Í12,0.00,
779,Í1,43.71,
779,Í2,132.42,
779,Í3,131.66,
779,Í4,0.78,
779,Í7,178.39,
779,Í10.1,0.18,
783,Í1,24.13,
783,Í2,112.66,
783,Í3,114.78,
783,Í4,72.11,
783,Í7,71.47,
783,Í9.1,0.00,
783,Í10.1,0.48,
783,Í12,0.00,
784,Í1,17.94,
784,Í2,37.70,
784,Í3,65.04,
784,Í4,74.52,
784,Í7,194.97,
784,Í9.1,0.11,
784,Í10.1,2.32,
784,Í12,0.00,
790,Í1,15.35,
790,Í2,61.17,
790,Í3,95.87,
790,Í4,42.70,
790,Í7,302.01,
790,Í9.1,0.00,
790,Í10.1,1.11,
790,Í12,0.00,
793,Í1,81.44,
793,Í2,148.56,
793,Í3,146.46,
793,Í4,12.48,
793,Í7,42.48,
793,Í9.1,15.54,
793,Í10.1,0.14,
793,Í12,0.00,
804,Í1,43.87,
804,Í2,89.24,
804,Í3,85.41,
804,Í4,85.60,
804,Í7,76.08,
804,Í10.1,0.39,
812,Í1,15.69,
812,Í2,128.92,
812,Í3,124.30,
812,Í4,53.84,
812,Í7,127.56,
812,Í9.1,0.66,
812,Í10.1,1.39,
812,Í12,0.00,
817,Í1,33.11,
817,Í2,61.42,
817,Í3,60.07,
817,Í4,51.03,
817,Í7,173.01,
817,Í9.1,27.41,
817,Í10.1,1.29,
817,Í12,5.82,
825,Í1,18.14,
825,Í2,18.58,
825,Í3,63.61,
825,Í4,26.17,
825,Í7,275.49,
825,Í9.1,0.00,
825,Í10.1,2.04,
825,Í12,0.00,
826,Í1,39.58,
826,Í2,74.87,
826,Í3,78.51,
826,Í4,5.37,
826,Í7,163.87,
826,Í9.1,21.13,
826,Í10.1,0.42,
826,Í12,0.00,
836,Í1,36.41,
836,Í2,72.66,
836,Í3,95.37,
836,Í4,6.23,
836,Í7,209.92,
836,Í9.1,0.00,
836,Í10.1,2.02,
836,Í12,0.00,
840,Í1,14.42,
840,Í2,43.23,
840,Í3,70.84,
840,Í4,118.23,
840,Í7,191.29,
840,Í9.1,0.95,
840,Í10.1,1.60,
840,Í12,0.31,
841,Í1,55.54,
841,Í2,68.54,
841,Í3,87.41,
841,Í4,34.18,
841,Í7,126.47,
841,Í9.1,2.59,
841,Í10.1,1.19,
841,Í12,0.00,
842,Í1,21.46,
842,Í2,59.25,
842,Í3,73.83,
842,Í4,33.64,
842,Í7,264.40,
842,Í9.1,0.00,
842,Í10.1,0.23,
842,Í12,0.00,
843,Í1,11.52,
843,Í2,40.33,
843,Í3,63.97,
843,Í4,48.88,
843,Í7,312.48,
843,Í9.1,0.00,
843,Í10.1,2.27,
843,Í12,0.00,
854,Í1,48.85,
854,Í2,74.93,
854,Í3,91.27,
854,Í4,72.70,
854,Í7,74.99,
854,Í9.1,10.06,
854,Í10.1,0.73,
854,Í12,0.00,
857,Í1,16.40,
857,Í2,44.29,
857,Í3,78.33,
857,Í4,21.43,
857,Í7,226.92,
857,Í9.1,0.00,
857,Í10.1,1.27,
857,Í12,8.30,
860,Í1,31.60,
860,Í2,101.43,
860,Í3,106.86,
860,Í4,73.73,
860,Í7,81.66,
860,Í9.1,0.00,
860,Í10.1,1.09,
860,Í12,0.00,
865,Í1,109.22,
865,Í10.1,0.00,
865,Í12,0.00,
865,Í15,371.79,
865,Í16.1,0.00,
865,Í16.2,0.00,
870,Í1,20.03,
870,Í2,81.74,
870,Í3,84.17,
870,Í4,68.61,
870,Í7,281.49,
870,Í9.1,12.76,
870,Í10.1,0.13,
870,Í12,10.82,
874,Í1,29.18,
874,Í2,47.98,
874,Í3,62.06,
874,Í4,39.98,
874,Í7,220.58,
874,Í9.1,0.00,
874,Í10.1,0.33,
874,Í12,0.00,
875,Í1,30.24,
