REGN,C1_3,C2_3,C3_3
548,Í9.1,13.77,
548,Í10.1,0.91,
548,Í12,22.87,
554,Í1,13.42,
554,Í2,43.52,
554,Í3,87.44,
554,Í4,79.94,
554,Í7,402.17,
554,Í9.1,2.11,
554,Í10.1,2.34,
554,Í12,0.00,
558,Í1,10.44,
558,Í2,130.77,
558,Í3,126.75,
558,Í4,98.27,
558,Í7,146.59,
558,Í9.1,0.84,
558,Í10.1,2.10,
558,Í12,0.00,
567,Í1,12.70,
567,Í2,47.26,
567,Í3,74.92,
567,Í4,77.63,
567,Í7,315.68,
567,Í9.1,0.00,
567,Í10.1,2.08,
567,Í12,0.00,
568,Í1,21.16,
568,Í2,56.50,
568,Í3,72.51,
568,Í4,63.45,
568,Í7,252.84,
568,Í9.1,0.93,
568,Í10.1,2.54,
568,Í12,0.00,
570,Í1,53.54,
570,Í2,86.65,
570,Í3,147.00,
570,Í4,3.22,
570,Í7,30.10,
570,Í9.1,0.00,
570,Í10.1,0.00,
570,Í12,0.00,
574,Í1,35.25,
574,Í2,100.53,
574,Í3,107.38,
574,Í4,33.46,
574,Í7,105.48,
574,Í9.1,0.00,
574,Í10.1,0.06,
574,Í12,0.00,
575,Í1,58.27,
575,Í2,52.47,
575,Í3,252.75,
575,Í4,2.81,
575,Í7,63.19,
575,Í9.1,0.00,
575,Í10.1,0.04,
575,Í12,0.00,
588,Í1,19.70,
588,Í2,109.03,
588,Í3,116.24,
588,Í4,93.86,
588,Í7,140.74,
588,Í9.1,1.41,
588,Í10.1,0.81,
588,Í12,0.01,
594,Í1,50.49,
594,Í2,46.98,
594,Í3,91.01,
594,Í4,34.73,
594,Í7,75.05,
594,Í9.1,0.00,
594,Í10.1,1.37,
594,Í12,0.00,
596,Í1,12.79,
596,Í2,69.63,
596,Í3,70.44,
596,Í4,100.07,
596,Í7,188.84,
596,Í9.1,0.00,
596,Í10.1,0.73,
596,Í12,0.00,
598,Í1,32.00,
598,Í2,61.92,
598,Í3,88.97,
598,Í4,60.89,
598,Í7,127.15,
598,Í9.1,0.00,
598,Í10.1,1.35,
598,Í12,0.00,
600,Í1,12.43,
600,Í2,59.65,
600,Í3,85.28,
600,Í4,43.65,
600,Í7,595.25,
600,Í9.1,0.00,
600,Í10.1,0.21,
600,Í12,0.00,
604,Í1,17.70,
604,Í2,62.39,
604,Í3,90.85,
604,Í4,62.11,
604,Í7,276.67,
604,Í9.1,0.00,
604,Í10.1,0.03,
604,Í12,0.00,
606,Í1,15.40,
606,Í2,47.61,
606,Í3,80.34,
606,Í4,47.19,
606,Í7,411.84,
606,Í9.1,15.68,
606,Í10.1,0.60,
606,Í12,0.00,
608,Í1,204.98,
608,Í2,64.74,
608,Í3,146.79,
608,Í4,0.42,
608,Í7,18.78,
608,Í9.1,0.00,
608,Í10.1,0.00,
608,Í12,0.00,
609,Í1,12.41,
609,Í2,37.82,
609,Í3,63.41,
609,Í4,69.05,
609,Í7,376.24,
609,Í9.1,1.13,
609,Í10.1,2.02,
609,Í12,0.00,
622,Í1,37.30,
622,Í2,45.08,
622,Í3,60.63,
622,Í4,1.70,
622,Í7,212.50,
622,Í9.1,0.00,
622,Í10.1,0.36,
622,Í12,0.00,
625,Í1,10.72,
625,Í2,31.87,
625,Í3,81.73,
625,Í4,15.84,
625,Í7,698.01,
625,Í9.1,17.08,
625,Í10.1,2.33,
625,Í12,6.75,
635,Í1,59.20,
635,Í2,75.40,
635,Í3,120.07,
635,Í4,53.71,
635,Í7,72.48,
635,Í9.1,0.00,
635,Í10.1,2.87,
635,Í12,0.00,
637,Í1,15.10,
637,Í2,76.06,
637,Í3,86.23,
637,Í4,58.33,
637,Í7,188.89,
637,Í9.1,0.00,
637,Í10.1,0.09,
637,Í12,0.00,
639,Í1,70.06,
639,Í2,119.52,
639,Í3,132.59,
639,Í4,4.61,
639,Í7,29.44,
639,Í9.1,0.00,
639,Í10.1,0.00,
639,Í12,0.00,
646,Í1,11.55,
646,Í2,52.11,
646,Í3,83.12,
646,Í4,55.76,
646,Í7,305.24,
646,Í9.1,0.48,
646,Í10.1,1.06,
646,Í12,0.00,
650,Í1,90.42,
650,Í2,2636.61,
650,Í3,2470.82,
650,Í4,0.00,
650,Í7,0.00,
650,Í9.1,0.00,
650,Í10.1,0.00,
650,Í12,0.00,
653,Í1,25.50,
653,Í2,44.69,
653,Í3,66.25,
653,Í4,76.36,
653,Í7,237.89,
653,Í9.1,0.00,
653,Í10.1,0.64,
653,Í12,0.00,
654,Í1,59.88,
654,Í2,27.19,
654,Í3,73.05,
654,Í4,0.00,
654,Í7,100.25,
654,Í9.1,0.00,
654,Í10.1,0.00,
654,Í12,0.00,
655,Í1,14.34,
655,Í2,108.59,
655,Í3,146.47,
655,Í4,55.11,
655,Í7,474.50,
655,Í9.1,6.52,
655,Í10.1,0.67,
655,Í12,0.00,
665,Í1,30.78,
665,Í2,107.14,
665,Í3,127.82,
665,Í4,57.70,
665,Í7,226.83,
665,Í9.1,0.35,
665,Í10.1,2.08,
671,Í1,13.46,
671,Í2,72.97,
671,Í3,55.78,
671,Í4,103.14,
671,Í7,461.06,
671,Í9.1,0.00,
671,Í10.1,1.62,
671,Í12,0.00,
680,Í1,11.71,
680,Í2,86.50,
680,Í3,115.33,
680,Í4,65.91,
680,Í7,319.09,
680,Í9.1,0.00,
680,Í10.1,2.76,
680,Í12,0.00,
684,Í1,25.95,
684,Í2,60.51,
684,Í3,74.20,
684,Í4,9.16,
684,Í7,200.52,
684,Í9.1,0.00,
684,Í10.1,0.04,
684,Í12,0.00,
685,Í1,70.13,
685,Í2,102.22,
685,Í3,118.40,
685,Í4,21.98,
685,Í7,100.97,
685,Í9.1,0.00,
685,Í10.1,1.27,
685,Í12,0.00,
695,Í1,29.40,
695,Í2,80.69,
695,Í3,89.60,
695,Í4,60.55,
695,Í7,161.59,
695,Í9.1,0.00,
695,Í10.1,0.57,
695,Í12,0.00,
696,Í1,33.94,
696,Í2,47.82,
696,Í3,67.34,
696,Í4,42.25,
696,Í7,93.10,
696,Í9.1,0.00,
696,Í10.1,1.77,
696,Í12,0.00,
702,Í1,14.76,
702,Í2,69.87,
702,Í3,246.99,
702,Í4,48.74,
702,Í7,256.62,
702,Í9.1,0.00,
702,Í10.1,1.29,
702,Í12,0.00,
704,Í1,13.30,
704,Í2,28.80,
704,Í3,55.51,
704,Í4,97.67,
704,Í7,346.40,
704,Í9.1,16.36,
704,Í10.1,2.23,
704,Í12,0.00,
705,Í1,12.47,
705,Í2,36.60,
705,Í3,70.84,
705,Í4,92.57,
705,Í7,48.27,
705,Í9.1,3.31,
705,Í10.1,1.44,
705,Í12,0.00,
708,Í1,12.93,
708,Í2,30.10,
708,Í3,74.16,
708,Í4,91.06,
708,Í7,361.83,
708,Í9.1,19.53,
708,Í10.1,1.21,
708,Í12,0.00,
709,Í1,16.61,
709,Í2,53.31,
709,Í3,75.52,
709,Í4,55.19,
709,Í7,334.73,
709,Í9.1,0.70,
709,Í10.1,2.54,
709,Í12,0.00,
715,Í1,36.44,
715,Í2,66.70,
715,Í3,67.18,
715,Í4,82.03,
715,Í7,68.71,
715,Í9.1,0.00,
715,Í10.1,0.99,
715,Í12,0.00,
720,Í1,18.29,
720,Í2,55.53,
720,Í3,110.06,
720,Í4,107.26,
720,Í7,203.14,
720,Í9.1,0.00,
720,Í10.1,1.27,
720,Í12,0.00,
728,Í1,16.91,
728,Í2,109.21,
728,Í3,85.36,
728,Í4,30.78,
728,Í7,342.05,
728,Í9.1,18.45,
728,Í10.1,1.16,
728,Í12,5.86,
732,Í1,12.62,
732,Í2,38.09,
732,Í3,63.79,
732,Í4,111.49,
732,Í7,475.66,
732,Í9.1,10.80,
732,Í10.1,2.59,
732,Í12,0.00,
735,Í1,14.41,
735,Í2,69.85,
735,Í3,118.03,
735,Í4,58.59,
735,Í7,340.66,
735,Í9.1,0.00,
735,Í10.1,1.56,
735,Í12,0.00,
749,Í1,252.76,
749,Í15,161.95,
752,Í1,12.28,
752,Í2,100.86,
752,Í3,146.02,
752,Í4,63.97,
752,Í7,518.96,
752,Í9.1,12.55,
752,Í10.1,2.06,
752,Í12,0.00,
766,Í1,22.66,
766,Í2,86.19,
766,Í3,109.27,
766,Í4,59.70,
766,Í7,220.61,
766,Í9.1,6.51,
766,Í10.1,2.57,
766,Í12,0.00,
777,Í1,17.66,
777,Í2,76.66,
777,Í3,102.46,
777,Í4,66.91,
777,Í7,167.91,
777,Í9.1,0.08,
777,Í10.1,2.03,
777,Í12,0.00,
779,Í1,36.85,
779,Í2,76.91,
779,Í3,88.40,
779,Í4,1.02,
779,Í7,216.58,
779,Í9.1,0.00,
779,Í10.1,0.17,
779,Í12,0.00,
783,Í1,25.83,
783,Í2,107.80,
783,Í3,132.52,
783,Í4,68.10,
783,Í7,53.34,
783,Í9.1,0.00,
783,Í10.1,0.72,
783,Í12,0.00,
784,Í1,18.02,
784,Í2,59.07,
784,Í3,91.27,
784,Í4,65.90,
784,Í7,226.43,
784,Í9.1,0.10,
784,Í10.1,2.21,
784,Í12,0.00,
790,Í1,16.67,
790,Í2,57.24,
790,Í3,72.61,
790,Í4,62.53,
790,Í7,251.32,
790,Í9.1,0.00,
790,Í10.1,1.05,
790,Í12,0.00,
793,Í1,92.95,
793,Í2,158.78,
793,Í3,164.37,
793,Í4,0.49,
793,Í7,40.55,
793,Í9.1,15.44,
793,Í10.1,0.13,
793,Í12,0.00,
804,Í1,39.61,
804,Í2,71.97,
804,Í3,79.62,
804,Í4,95.28,
804,Í7,95.49,
804,Í10.1,0.12,
812,Í1,15.58,
812,Í2,96.78,
812,Í3,139.28,
812,Í4,55.05,
812,Í7,111.50,
812,Í9.1,0.63,
812,Í10.1,1.36,
812,Í12,0.00,
817,Í1,29.62,
817,Í2,47.25,
817,Í3,76.65,
817,Í4,51.73,
817,Í7,203.47,
817,Í9.1,26.93,
817,Í10.1,1.10,
817,Í12,5.98,
825,Í1,17.54,
825,Í2,51.26,
825,Í3,89.19,
825,Í4,20.49,
825,Í7,276.43,
825,Í9.1,0.00,
825,Í10.1,1.73,
825,Í12,0.00,
826,Í1,48.88,
826,Í2,66.18,
826,Í3,83.28,
826,Í4,16.05,
826,Í7,153.71,
826,Í9.1,20.34,
826,Í10.1,0.40,
826,Í12,0.00,
836,Í1,30.23,
836,Í2,65.65,
836,Í3,55.09,
836,Í4,8.43,
836,Í7,242.34,
836,Í9.1,0.00,
836,Í10.1,1.45,
836,Í12,0.00,
840,Í1,15.02,
840,Í2,55.63,
840,Í3,56.42,
840,Í4,117.29,
840,Í7,220.73,
840,Í9.1,0.92,
840,Í10.1,1.54,
840,Í12,0.29,
841,Í1,46.80,
841,Í2,77.04,
841,Í3,76.80,
841,Í4,44.61,
841,Í7,168.80,
841,Í9.1,2.56,
841,Í10.1,1.65,
841,Í12,0.00,
842,Í1,22.93,
842,Í2,96.90,
842,Í3,88.93,
842,Í4,28.54,
842,Í7,234.59,
842,Í9.1,0.00,
842,Í10.1,0.27,
842,Í12,0.00,
843,Í1,11.49,
843,Í2,47.08,
843,Í3,80.60,
843,Í4,48.16,
843,Í7,292.05,
843,Í10.1,2.33,
854,Í1,49.16,
854,Í2,73.89,
854,Í3,77.04,
854,Í4,71.65,
854,Í7,76.58,
854,Í9.1,8.86,
854,Í10.1,0.61,
854,Í12,0.00,
857,Í1,16.37,
857,Í2,29.52,
857,Í3,89.29,
857,Í4,55.37,
857,Í7,239.02,
857,Í9.1,0.00,
857,Í10.1,1.32,
857,Í12,8.80,
860,Í1,30.11,
860,Í2,124.36,
860,Í3,118.03,
860,Í4,73.06,
860,Í7,86.72,
860,Í9.1,0.00,
860,Í10.1,1.12,
860,Í12,0.00,
865,Í1,117.45,
865,Í10.1,0.00,
865,Í12,0.00,
865,Í15,219.15,
865,Í16.1,0.00,
865,Í16.2,0.00,
870,Í1,19.29,
870,Í2,86.88,
870,Í3,98.80,
870,Í4,69.35,
870,Í7,282.35,
870,Í9.1,8.48,
870,Í10.1,0.16,
870,Í12,10.93,
874,Í1,34.57,
874,Í2,61.96,
874,Í3,70.81,
874,Í4,38.35,
874,Í7,150.07,
874,Í9.1,0.00,
874,Í10.1,0.31,
874,Í12,0.00,
875,Í1,28.66,
875,Í2,56.95,
875,Í3,92.37,
875,Í4,99.22,
875,Í7,150.76,
875,Í9.1,0.58,
875,Í10.1,1.03,
875,Í12,0.00,
